index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
616	d ɪ s f ɔ r ɪ s t	d ɪ s f ɔ r ɪ s t ɪ d	disforest	disforested	⋊ d ɪ s f ɔ ɹ ɪ s t ⋉	⋊ d ɪ s f ɔ ɹ ɪ s t ɪ d ⋉
622	t ɛ s t ɪ f aɪ	t ɛ s t ɪ f aɪ d	testify	testified	⋊ t ɛ s t ɪ f a ɪ ⋉	⋊ t ɛ s t ɪ f a ɪ d ⋉
627	d iː k a n t	d iː k a n t ɪ d	decant	decanted	⋊ d i k a n t ⋉	⋊ d i k a n t ɪ d ⋉
628	g a ʃ	g a ʃ t	gash	gashed	⋊ g a ʃ ⋉	⋊ g a ʃ t ⋉
629	p r iː ɪ g z ɪ s t	p r iː ɪ g z ɪ s t ɪ d	pre-exist	pre-existed	⋊ p ɹ i ɪ g z ɪ s t ⋉	⋊ p ɹ i ɪ g z ɪ s t ɪ d ⋉
638	s k a v n̩ d ʒ	s k a v n̩ d ʒ d	scavenge	scavenged	⋊ s k a v n d ʒ ⋉	⋊ s k a v n d ʒ d ⋉
641	t r ɪ m	t r ɪ m d	trim	trimmed	⋊ t ɹ ɪ m ⋉	⋊ t ɹ ɪ m d ⋉
643	s k ɪ n	s k ɪ n d	skin	skinned	⋊ s k ɪ n ⋉	⋊ s k ɪ n d ⋉
652	ɛ n r eɪ d ʒ	ɛ n r eɪ d ʒ d	enrage	enraged	⋊ ɛ n ɹ e d ʒ ⋉	⋊ ɛ n ɹ e d ʒ d ⋉
657	b l iː p	b l iː p t	bleep	bleeped	⋊ b l i p ⋉	⋊ b l i p t ⋉
660	s k a b	s k a b d	scab	scabbed	⋊ s k a b ⋉	⋊ s k a b d ⋉
661	ʌ n l ɔ k	ʌ n l ɔ k t	unlock	unlocked	⋊ ʌ n l ɔ k ⋉	⋊ ʌ n l ɔ k t ⋉
662	d ɪ s t ɪ lˠ	d ɪ s t ɪ lˠ d	distil	distilled	⋊ d ɪ s t ɪ l ⋉	⋊ d ɪ s t ɪ l d ⋉
665	s p ɔ t	s p ɔ t ɪ d	spot	spotted	⋊ s p ɔ t ⋉	⋊ s p ɔ t ɪ d ⋉
666	w aɪ z k r a k	w aɪ z k r a k t	wisecrack	wisecracked	⋊ w a ɪ z k ɹ a k ⋉	⋊ w a ɪ z k ɹ a k t ⋉
668	s iː d	s iː d ɪ d	cede	ceded	⋊ s i d ⋉	⋊ s i d ɪ d ⋉
669	t aʊ t	t aʊ t ɪ d	tout	touted	⋊ t a ʊ t ⋉	⋊ t a ʊ t ɪ d ⋉
671	m ɛ m r aɪ z	m ɛ m r aɪ z d	memorize	memorized	⋊ m ɛ m ɹ a ɪ z ⋉	⋊ m ɛ m ɹ a ɪ z d ⋉
675	d ə r aɪ d	d ə r aɪ d ɪ d	deride	derided	⋊ d ə ɹ a ɪ d ⋉	⋊ d ə ɹ a ɪ d ɪ d ⋉
679	d eɪ t	d eɪ t ɪ d	date	dated	⋊ d e t ⋉	⋊ d e t ɪ d ⋉
690	b ə w eɪ lˠ	b ə w eɪ lˠ d	bewail	bewailed	⋊ b ə w e l ⋉	⋊ b ə w e l d ⋉
691	r ɛ s l̩ˠ	r ɛ s l̩ˠ d	wrestle	wrestled	⋊ ɹ ɛ s l ⋉	⋊ ɹ ɛ s l d ⋉
692	t r ɛ s p ə s	t r ɛ s p ə s t	trespass	trespassed	⋊ t ɹ ɛ s p ə s ⋉	⋊ t ɹ ɛ s p ə s t ⋉
693	s m əʊ lˠ d ə	s m əʊ lˠ d ə d	smoulder	smouldered	⋊ s m o l d ə ⋉	⋊ s m o l d ə d ⋉
694	l ɛ t ə	l ɛ t ə d	letter	lettered	⋊ l ɛ t ə ⋉	⋊ l ɛ t ə d ⋉
695	r ə v aɪ lˠ	r ə v aɪ lˠ d	revile	reviled	⋊ ɹ ə v a ɪ l ⋉	⋊ ɹ ə v a ɪ l d ⋉
700	d ɪ t ɜː	d ɪ t ɜː d	deter	deterred	⋊ d ɪ t ə ⋉	⋊ d ɪ t ə d ⋉
702	b aʊ n d	b aʊ n d ɪ d	bound	bounded	⋊ b a ʊ n d ⋉	⋊ b a ʊ n d ɪ d ⋉
703	ɪ n ʌ n ʃ j eɪ t	ɪ n ʌ n ʃ j eɪ t ɪ d	enunciate	enunciated	⋊ ɪ n ʌ n ʃ j e t ⋉	⋊ ɪ n ʌ n ʃ j e t ɪ d ⋉
704	p ɪ t ʃ f ɔː k	p ɪ t ʃ f ɔː k t	pitchfork	pitchforked	⋊ p ɪ t ʃ f ɔ k ⋉	⋊ p ɪ t ʃ f ɔ k t ⋉
705	t a b j ə l eɪ t	t a b j ə l eɪ t ɪ d	tabulate	tabulated	⋊ t a b j ə l e t ⋉	⋊ t a b j ə l e t ɪ d ⋉
712	s t ɪ m j ə l eɪ t	s t ɪ m j ə l eɪ t ɪ d	stimulate	stimulated	⋊ s t ɪ m j ə l e t ⋉	⋊ s t ɪ m j ə l e t ɪ d ⋉
716	k ɜː v	k ɜː v d	curve	curved	⋊ k ə v ⋉	⋊ k ə v d ⋉
719	b ə m əʊ n	b ə m əʊ n d	bemoan	bemoaned	⋊ b ə m o n ⋉	⋊ b ə m o n d ⋉
722	d ɪ s k aʊ n t ə n ə n s	d ɪ s k aʊ n t ə n ə n s t	discountenance	discountenanced	⋊ d ɪ s k a ʊ n t ə n ə n s ⋉	⋊ d ɪ s k a ʊ n t ə n ə n s t ⋉
725	m ɛ s	m ɛ s t	mess	messed	⋊ m ɛ s ⋉	⋊ m ɛ s t ⋉
726	s k r uː t n̩ aɪ z	s k r uː t n̩ aɪ z d	scrutinize	scrutinized	⋊ s k ɹ u t n a ɪ z ⋉	⋊ s k ɹ u t n a ɪ z d ⋉
728	ɪ n s t ɪ t j uː t	ɪ n s t ɪ t j uː t ɪ d	institute	instituted	⋊ ɪ n s t ɪ t j u t ⋉	⋊ ɪ n s t ɪ t j u t ɪ d ⋉
729	d ʒ eɪ lˠ	d ʒ eɪ lˠ d	jail	jailed	⋊ d ʒ e l ⋉	⋊ d ʒ e l d ⋉
730	d ɪ s p ɔ n d	d ɪ s p ɔ n d ɪ d	despond	desponded	⋊ d ɪ s p ɔ n d ⋉	⋊ d ɪ s p ɔ n d ɪ d ⋉
731	b r ʊ k eɪ d	b r ʊ k eɪ d ɪ d	brocade	brocaded	⋊ b ɹ ʊ k e d ⋉	⋊ b ɹ ʊ k e d ɪ d ⋉
734	d iː s ɛ n s ɪ t aɪ z	d iː s ɛ n s ɪ t aɪ z d	desensitize	desensitized	⋊ d i s ɛ n s ɪ t a ɪ z ⋉	⋊ d i s ɛ n s ɪ t a ɪ z d ⋉
735	d ʌ s t	d ʌ s t ɪ d	dust	dusted	⋊ d ʌ s t ⋉	⋊ d ʌ s t ɪ d ⋉
738	s p aɪ	s p aɪ d	spy	spied	⋊ s p a ɪ ⋉	⋊ s p a ɪ d ⋉
741	g ɑː b l̩ˠ	g ɑː b l̩ˠ d	garble	garbled	⋊ g ɑ b l ⋉	⋊ g ɑ b l d ⋉
742	p r ʊ p ɔː ʃ n̩	p r ʊ p ɔː ʃ n̩ d	proportion	proportioned	⋊ p ɹ ʊ p ɔ ʃ n ⋉	⋊ p ɹ ʊ p ɔ ʃ n d ⋉
746	ɪ n k ə m əʊ d	ɪ n k ə m əʊ d ɪ d	incommode	incommoded	⋊ ɪ n k ə m o d ⋉	⋊ ɪ n k ə m o d ɪ d ⋉
747	h ɛ d l aɪ n	h ɛ d l aɪ n d	headline	headlined	⋊ h ɛ d l a ɪ n ⋉	⋊ h ɛ d l a ɪ n d ⋉
751	k ə ŋ g l ɔ m ə r eɪ t	k ə ŋ g l ɔ m ə r eɪ t ɪ d	conglomerate	conglomerated	⋊ k ə ŋ g l ɔ m ə ɹ e t ⋉	⋊ k ə ŋ g l ɔ m ə ɹ e t ɪ d ⋉
753	s k ɪ n d aɪ v	s k ɪ n d əʊ v	skin-dive	skin-dove	⋊ s k ɪ n d a ɪ v ⋉	⋊ s k ɪ n d o v ⋉
754	k ɔ ŋ g r ɪ g eɪ t	k ɔ ŋ g r ɪ g eɪ t ɪ d	congregate	congregated	⋊ k ɔ ŋ g ɹ ɪ g e t ⋉	⋊ k ɔ ŋ g ɹ ɪ g e t ɪ d ⋉
755	d ʒ a b	d ʒ a b d	jab	jabbed	⋊ d ʒ a b ⋉	⋊ d ʒ a b d ⋉
757	s t a b l̩ˠ aɪ z	s t a b l̩ˠ aɪ z d	stabilize	stabilized	⋊ s t a b l a ɪ z ⋉	⋊ s t a b l a ɪ z d ⋉
758	ɪ m p eɪ lˠ	ɪ m p eɪ lˠ d	impale	impaled	⋊ ɪ m p e l ⋉	⋊ ɪ m p e l d ⋉
764	d w ɛ lˠ	d w ɛ lˠ t	dwell	dwelt	⋊ d w ɛ l ⋉	⋊ d w ɛ l t ⋉
766	s t ɑː	s t ɑː d	star	starred	⋊ s t ɑ ⋉	⋊ s t ɑ d ⋉
771	h w ɜː	h w ɜː d	whirr	whirred	⋊ h w ə ⋉	⋊ h w ə d ⋉
772	t eɪ b l̩ˠ	t eɪ b l̩ˠ d	table	tabled	⋊ t e b l ⋉	⋊ t e b l d ⋉
773	m ɔ d ʒ ʊ l eɪ t	m ɔ d ʒ ʊ l eɪ t ɪ d	modulate	modulated	⋊ m ɔ d ʒ ʊ l e t ⋉	⋊ m ɔ d ʒ ʊ l e t ɪ d ⋉
778	r iː w ɜː d	r iː w ɜː d ɪ d	reword	reworded	⋊ ɹ i w ə d ⋉	⋊ ɹ i w ə d ɪ d ⋉
781	k ə v ɔː t	k ə v ɔː t ɪ d	cavort	cavorted	⋊ k ə v ɔ t ⋉	⋊ k ə v ɔ t ɪ d ⋉
784	d r uː p	d r uː p t	droop	drooped	⋊ d ɹ u p ⋉	⋊ d ɹ u p t ⋉
786	f ɪ z	f ɪ z d	fizz	fizzed	⋊ f ɪ z ⋉	⋊ f ɪ z d ⋉
789	p r ɪ ŋ k	p r ɪ ŋ k t	prink	prinked	⋊ p ɹ ɪ ŋ k ⋉	⋊ p ɹ ɪ ŋ k t ⋉
792	d iː h j uː m ə n aɪ z	d iː h j uː m ə n aɪ z d	dehumanize	dehumanized	⋊ d i h j u m ə n a ɪ z ⋉	⋊ d i h j u m ə n a ɪ z d ⋉
793	ə d ɔ p t	ə d ɔ p t ɪ d	adopt	adopted	⋊ ə d ɔ p t ⋉	⋊ ə d ɔ p t ɪ d ⋉
801	ɔ b v j eɪ t	ɔ b v j eɪ t ɪ d	obviate	obviated	⋊ ɔ b v j e t ⋉	⋊ ɔ b v j e t ɪ d ⋉
803	w ɔ n d ə	w ɔ n d ə d	wander	wandered	⋊ w ɔ n d ə ⋉	⋊ w ɔ n d ə d ⋉
806	ə k s iː d	ə k s iː d ɪ d	accede	acceded	⋊ ə k s i d ⋉	⋊ ə k s i d ɪ d ⋉
808	ɪ n f j ɔː r ɪ eɪ t	ɪ n f j ɔː r ɪ eɪ t ɪ d	infuriate	infuriated	⋊ ɪ n f j ɔ ɹ ɪ e t ⋉	⋊ ɪ n f j ɔ ɹ ɪ e t ɪ d ⋉
810	d ɪ s k ʌ l ə	d ɪ s k ʌ l ə d	discolour	discoloured	⋊ d ɪ s k ʌ l ə ⋉	⋊ d ɪ s k ʌ l ə d ⋉
816	h aɪ	h aɪ d	hie	hied	⋊ h a ɪ ⋉	⋊ h a ɪ d ⋉
817	d iː h ɔː n	d iː h ɔː n d	dehorn	dehorned	⋊ d i h ɔ n ⋉	⋊ d i h ɔ n d ⋉
818	k iː n	k iː n d	keen	keened	⋊ k i n ⋉	⋊ k i n d ⋉
821	ɛ s t a b l ɪ ʃ	ɛ s t a b l ɪ ʃ t	establish	established	⋊ ɛ s t a b l ɪ ʃ ⋉	⋊ ɛ s t a b l ɪ ʃ t ⋉
824	k w ɛ ʃ t ʃ n̩	k w ɛ ʃ t ʃ n̩ d	question	questioned	⋊ k w ɛ ʃ t ʃ n ⋉	⋊ k w ɛ ʃ t ʃ n d ⋉
830	f l eɪ m	f l eɪ m d	flame	flamed	⋊ f l e m ⋉	⋊ f l e m d ⋉
833	r ʌ f d r aɪ	r ʌ f d r aɪ d	rough-dry	rough-dried	⋊ ɹ ʌ f d ɹ a ɪ ⋉	⋊ ɹ ʌ f d ɹ a ɪ d ⋉
835	f ɪ g ə	f ɪ g ə d	figure	figured	⋊ f ɪ g ə ⋉	⋊ f ɪ g ə d ⋉
837	ɪ n ə v eɪ t	ɪ n ə v eɪ t ɪ d	innovate	innovated	⋊ ɪ n ə v e t ⋉	⋊ ɪ n ə v e t ɪ d ⋉
844	k ɔ n s t r uː	k ɔ n s t r uː d	construe	construed	⋊ k ɔ n s t ɹ u ⋉	⋊ k ɔ n s t ɹ u d ⋉
845	r iː d ʒ ɪ g	r iː d ʒ ɪ g d	rejig	rejigged	⋊ ɹ i d ʒ ɪ g ⋉	⋊ ɹ i d ʒ ɪ g d ⋉
846	n ʌ z l̩ˠ	n ʌ z l̩ˠ d	nuzzle	nuzzled	⋊ n ʌ z l ⋉	⋊ n ʌ z l d ⋉
853	k w ɪ ə r ɪ	k w ɪ ə r ɪ d	query	queried	⋊ k w ɪ ə ɹ ɪ ⋉	⋊ k w ɪ ə ɹ ɪ d ⋉
855	t ʌ t	t ʌ t ɪ d	tut	tutted	⋊ t ʌ t ⋉	⋊ t ʌ t ɪ d ⋉
859	b ə s m ɪ ə	b ə s m ɪ ə d	besmear	besmeared	⋊ b ə s m ɪ ə ⋉	⋊ b ə s m ɪ ə d ⋉
860	m ɪ s h a n d l̩ˠ	m ɪ s h a n d l̩ˠ d	mishandle	mishandled	⋊ m ɪ s h a n d l ⋉	⋊ m ɪ s h a n d l d ⋉
865	g eɪ d ʒ	g eɪ d ʒ d	gauge	gauged	⋊ g e d ʒ ⋉	⋊ g e d ʒ d ⋉
866	p ɔ t ə	p ɔ t ə d	potter	pottered	⋊ p ɔ t ə ⋉	⋊ p ɔ t ə d ⋉
867	f l ʌ k t j ʊ eɪ t	f l ʌ k t j ʊ eɪ t ɪ d	fluctuate	fluctuated	⋊ f l ʌ k t j ʊ e t ⋉	⋊ f l ʌ k t j ʊ e t ɪ d ⋉
868	d ʒ ɛ n ə r eɪ t	d ʒ ɛ n ə r eɪ t ɪ d	generate	generated	⋊ d ʒ ɛ n ə ɹ e t ⋉	⋊ d ʒ ɛ n ə ɹ e t ɪ d ⋉
870	m ɑː k	m ɑː k t	mark	marked	⋊ m ɑ k ⋉	⋊ m ɑ k t ⋉
871	ə b eɪ s	ə b eɪ s t	abase	abased	⋊ ə b e s ⋉	⋊ ə b e s t ⋉
879	d ʌ n	d ʌ n d	dun	dunned	⋊ d ʌ n ⋉	⋊ d ʌ n d ⋉
882	n ɛ s l̩ˠ	n ɛ s l̩ˠ d	nestle	nestled	⋊ n ɛ s l ⋉	⋊ n ɛ s l d ⋉
891	s iː m	s iː m d	seem	seemed	⋊ s i m ⋉	⋊ s i m d ⋉
893	r ə n aʊ n s	r ə n aʊ n s t	renounce	renounced	⋊ ɹ ə n a ʊ n s ⋉	⋊ ɹ ə n a ʊ n s t ⋉
896	g a m b l̩ˠ	g a m b l̩ˠ d	gambol	gambolled	⋊ g a m b l ⋉	⋊ g a m b l d ⋉
900	t ɪ n s l̩ˠ	t ɪ n s l̩ˠ d	tinsel	tinselled	⋊ t ɪ n s l ⋉	⋊ t ɪ n s l d ⋉
910	əʊ v ə l aɪ	əʊ v ə l eɪ	overlie	overlay	⋊ o v ə l a ɪ ⋉	⋊ o v ə l e ⋉
911	t ʃ ɔ p	t ʃ ɔ p t	chop	chopped	⋊ t ʃ ɔ p ⋉	⋊ t ʃ ɔ p t ⋉
915	p əʊ k	p əʊ k t	poke	poked	⋊ p o k ⋉	⋊ p o k t ⋉
917	k ɛ n l̩ˠ	k ɛ n l̩ˠ d	kennel	kennelled	⋊ k ɛ n l ⋉	⋊ k ɛ n l d ⋉
918	f əʊ k ə s	f əʊ k ə s t	focus	focussed	⋊ f o k ə s ⋉	⋊ f o k ə s t ⋉
919	r eɪ d j eɪ t	r eɪ d j eɪ t ɪ d	radiate	radiated	⋊ ɹ e d j e t ⋉	⋊ ɹ e d j e t ɪ d ⋉
920	k l ʌ t ʃ	k l ʌ t ʃ t	clutch	clutched	⋊ k l ʌ t ʃ ⋉	⋊ k l ʌ t ʃ t ⋉
921	l j uː t	l j uː t ɪ d	lute	luted	⋊ l j u t ⋉	⋊ l j u t ɪ d ⋉
922	t ʃ ɪ p	t ʃ ɪ p t	chip	chipped	⋊ t ʃ ɪ p ⋉	⋊ t ʃ ɪ p t ⋉
925	l ɪ k w ə d aɪ z	l ɪ k w ə d aɪ z d	liquidize	liquidized	⋊ l ɪ k w ə d a ɪ z ⋉	⋊ l ɪ k w ə d a ɪ z d ⋉
928	r ə p r uː v	r ə p r uː v d	reprove	reproved	⋊ ɹ ə p ɹ u v ⋉	⋊ ɹ ə p ɹ u v d ⋉
940	ə k w ɪ t	ə k w ɪ t ɪ d	acquit	acquitted	⋊ ə k w ɪ t ⋉	⋊ ə k w ɪ t ɪ d ⋉
949	b ʌ ŋ	b ʌ ŋ d	bung	bunged	⋊ b ʌ ŋ ⋉	⋊ b ʌ ŋ d ⋉
953	k ɔ f	k ɔ f t	cough	coughed	⋊ k ɔ f ⋉	⋊ k ɔ f t ⋉
955	ɛ n s n ɛ ə	ɛ n s n ɛ ə d	ensnare	ensnared	⋊ ɛ n s n ɛ ə ⋉	⋊ ɛ n s n ɛ ə d ⋉
958	p r ʊ k r a s t ɪ n eɪ t	p r ʊ k r a s t ɪ n eɪ t ɪ d	procrastinate	procrastinated	⋊ p ɹ ʊ k ɹ a s t ɪ n e t ⋉	⋊ p ɹ ʊ k ɹ a s t ɪ n e t ɪ d ⋉
963	p əʊ l ə r aɪ z	p əʊ l ə r aɪ z d	polarize	polarized	⋊ p o l ə ɹ a ɪ z ⋉	⋊ p o l ə ɹ a ɪ z d ⋉
969	g r ʌ m b l̩ˠ	g r ʌ m b l̩ˠ d	grumble	grumbled	⋊ g ɹ ʌ m b l ⋉	⋊ g ɹ ʌ m b l d ⋉
970	b r ɪ ŋ	b r ɔː t	bring	brought	⋊ b ɹ ɪ ŋ ⋉	⋊ b ɹ ɔ t ⋉
974	s lˠ a k	s lˠ a k t	slack	slacked	⋊ s l a k ⋉	⋊ s l a k t ⋉
977	ɪ n s aɪ t	ɪ n s aɪ t ɪ d	incite	incited	⋊ ɪ n s a ɪ t ⋉	⋊ ɪ n s a ɪ t ɪ d ⋉
979	s aɪ z	s aɪ z d	size	sized	⋊ s a ɪ z ⋉	⋊ s a ɪ z d ⋉
980	s ɪ g n ɪ f aɪ	s ɪ g n ɪ f aɪ d	signify	signified	⋊ s ɪ g n ɪ f a ɪ ⋉	⋊ s ɪ g n ɪ f a ɪ d ⋉
981	b r aʊ n	b r aʊ n d	brown	browned	⋊ b ɹ a ʊ n ⋉	⋊ b ɹ a ʊ n d ⋉
983	f a n s ɪ	f a n s ɪ d	fancy	fancied	⋊ f a n s ɪ ⋉	⋊ f a n s ɪ d ⋉
992	ɛ n g ʌ lˠ f	ɛ n g ʌ lˠ f t	engulf	engulfed	⋊ ɛ n g ʌ l f ⋉	⋊ ɛ n g ʌ l f t ⋉
993	ə s ɜː t	ə s ɜː t ɪ d	assert	asserted	⋊ ə s ə t ⋉	⋊ ə s ə t ɪ d ⋉
996	p l ʌ n d ə	p l ʌ n d ə d	plunder	plundered	⋊ p l ʌ n d ə ⋉	⋊ p l ʌ n d ə d ⋉
999	s a lˠ v ɪ d ʒ	s a lˠ v ɪ d ʒ d	salvage	salvaged	⋊ s a l v ɪ d ʒ ⋉	⋊ s a l v ɪ d ʒ d ⋉
1006	l ɛ n d	l ɛ n t	lend	lent	⋊ l ɛ n d ⋉	⋊ l ɛ n t ⋉
1008	b ɪ d ʒ uːɪ lˠ	b ɪ d ʒ uːɪ lˠ d	bejewel	bejewelled	⋊ b ɪ d ʒ u ɪ l ⋉	⋊ b ɪ d ʒ u ɪ l d ⋉
1009	p ɔ s t ʃ ʊ ə	p ɔ s t ʃ ʊ ə d	posture	postured	⋊ p ɔ s t ʃ ʊ ə ⋉	⋊ p ɔ s t ʃ ʊ ə d ⋉
1013	p l ɛ d ʒ	p l ɛ d ʒ d	pledge	pledged	⋊ p l ɛ d ʒ ⋉	⋊ p l ɛ d ʒ d ⋉
1017	d ʒ ɔ g l̩ˠ	d ʒ ɔ g l̩ˠ d	joggle	joggled	⋊ d ʒ ɔ g l ⋉	⋊ d ʒ ɔ g l d ⋉
1021	p ʌ n ɪ ʃ	p ʌ n ɪ ʃ t	punish	punished	⋊ p ʌ n ɪ ʃ ⋉	⋊ p ʌ n ɪ ʃ t ⋉
1022	ɪ m p iː d	ɪ m p iː d ɪ d	impede	impeded	⋊ ɪ m p i d ⋉	⋊ ɪ m p i d ɪ d ⋉
1028	r iː f ɔː m	r iː f ɔː m d	reform	reformed	⋊ ɹ i f ɔ m ⋉	⋊ ɹ i f ɔ m d ⋉
1029	m ʌ t ə	m ʌ t ə d	mutter	muttered	⋊ m ʌ t ə ⋉	⋊ m ʌ t ə d ⋉
1030	ɪ n ʃ	ɪ n ʃ t	inch	inched	⋊ ɪ n ʃ ⋉	⋊ ɪ n ʃ t ⋉
1032	ɪ m p r ɪ k eɪ t	ɪ m p r ɪ k eɪ t ɪ d	imprecate	imprecated	⋊ ɪ m p ɹ ɪ k e t ⋉	⋊ ɪ m p ɹ ɪ k e t ɪ d ⋉
1034	k r ɔː s f ɜː t ɪ l aɪ z	k r ɔː s f ɜː t ɪ l aɪ z d	cross-fertilize	cross-fertilized	⋊ k ɹ ɔ s f ə t ɪ l a ɪ z ⋉	⋊ k ɹ ɔ s f ə t ɪ l a ɪ z d ⋉
1036	p r ɑː n s	p r ɑː n s t	prance	pranced	⋊ p ɹ ɑ n s ⋉	⋊ p ɹ ɑ n s t ⋉
1045	s ɪ m ə	s ɪ m ə d	simmer	simmered	⋊ s ɪ m ə ⋉	⋊ s ɪ m ə d ⋉
1046	s iː z n̩	s iː z n̩ d	season	seasoned	⋊ s i z n ⋉	⋊ s i z n d ⋉
1050	p r ə v ɛ n t	p r ə v ɛ n t ɪ d	prevent	prevented	⋊ p ɹ ə v ɛ n t ⋉	⋊ p ɹ ə v ɛ n t ɪ d ⋉
1060	ɛ k s t r ɪ k eɪ t	ɛ k s t r ɪ k eɪ t ɪ d	extricate	extricated	⋊ ɛ k s t ɹ ɪ k e t ⋉	⋊ ɛ k s t ɹ ɪ k e t ɪ d ⋉
1061	θ ɪ n	θ ɪ n d	thin	thinned	⋊ θ ɪ n ⋉	⋊ θ ɪ n d ⋉
1062	ɔ lˠ t ə k eɪ t	ɔ lˠ t ə k eɪ t ɪ d	altercate	altercated	⋊ ɔ l t ə k e t ⋉	⋊ ɔ l t ə k e t ɪ d ⋉
1065	k a p s aɪ z	k a p s aɪ z d	capsize	capsized	⋊ k a p s a ɪ z ⋉	⋊ k a p s a ɪ z d ⋉
1069	t r ɑː n z m aɪ g r eɪ t	t r ɑː n z m aɪ g r eɪ t ɪ d	transmigrate	transmigrated	⋊ t ɹ ɑ n z m a ɪ g ɹ e t ⋉	⋊ t ɹ ɑ n z m a ɪ g ɹ e t ɪ d ⋉
1074	m ɑː t ə	m ɑː t ə d	martyr	martyred	⋊ m ɑ t ə ⋉	⋊ m ɑ t ə d ⋉
1078	əʊ v ə s ɪ m p l ɪ f aɪ	əʊ v ə s ɪ m p l ɪ f aɪ d	oversimplify	oversimplified	⋊ o v ə s ɪ m p l ɪ f a ɪ ⋉	⋊ o v ə s ɪ m p l ɪ f a ɪ d ⋉
1083	k ɔː n	k ɔː n d	corn	corned	⋊ k ɔ n ⋉	⋊ k ɔ n d ⋉
1088	s p ɪ lˠ	s p ɪ lˠ t	spill	spilt	⋊ s p ɪ l ⋉	⋊ s p ɪ l t ⋉
1089	k ʌ p l̩ˠ	k ʌ p l̩ˠ d	couple	coupled	⋊ k ʌ p l ⋉	⋊ k ʌ p l d ⋉
1091	ə p r əʊ t ʃ	ə p r əʊ t ʃ t	approach	approached	⋊ ə p ɹ o t ʃ ⋉	⋊ ə p ɹ o t ʃ t ⋉
1095	r iː t ʃ ɑː d ʒ	r iː t ʃ ɑː d ʒ d	recharge	recharged	⋊ ɹ i t ʃ ɑ d ʒ ⋉	⋊ ɹ i t ʃ ɑ d ʒ d ⋉
1098	k ɔː t m ɑː ʃ l̩ˠ	k ɔː t m ɑː ʃ l̩ˠ d	court-martial	court-martialled	⋊ k ɔ t m ɑ ʃ l ⋉	⋊ k ɔ t m ɑ ʃ l d ⋉
1099	s p ɪ r ɪ t j ʊ l aɪ z	s p ɪ r ɪ t j ʊ l aɪ z d	spiritualize	spiritualized	⋊ s p ɪ ɹ ɪ t j ʊ l a ɪ z ⋉	⋊ s p ɪ ɹ ɪ t j ʊ l a ɪ z d ⋉
1100	r ə p l aɪ	r ə p l aɪ d	reply	replied	⋊ ɹ ə p l a ɪ ⋉	⋊ ɹ ə p l a ɪ d ⋉
1104	ɑː ŋ k ɔː	ɑː ŋ k ɔː d	encore	encored	⋊ ɑ ŋ k ɔ ⋉	⋊ ɑ ŋ k ɔ d ⋉
1108	ɪ n d w ɛ lˠ	ɪ n d w ɛ lˠ t	indwell	indwelt	⋊ ɪ n d w ɛ l ⋉	⋊ ɪ n d w ɛ l t ⋉
1113	s t uː d ʒ	s t uː d ʒ d	stooge	stooged	⋊ s t u d ʒ ⋉	⋊ s t u d ʒ d ⋉
1115	θ ɪ ə r aɪ z	θ ɪ ə r aɪ z d	theorize	theorized	⋊ θ ɪ ə ɹ a ɪ z ⋉	⋊ θ ɪ ə ɹ a ɪ z d ⋉
1118	b ə s iː d ʒ	b ə s iː d ʒ d	besiege	besieged	⋊ b ə s i d ʒ ⋉	⋊ b ə s i d ʒ d ⋉
1119	f eɪ n	f eɪ n d	feign	feigned	⋊ f e n ⋉	⋊ f e n d ⋉
1123	d ɪ s t r eɪ n	d ɪ s t r eɪ n d	distrain	distrained	⋊ d ɪ s t ɹ e n ⋉	⋊ d ɪ s t ɹ e n d ⋉
1129	k ɔː	k ɔː d	caw	cawed	⋊ k ɔ ⋉	⋊ k ɔ d ⋉
1133	s a n w ɪ t ʃ	s a n w ɪ t ʃ t	sandwich	sandwiched	⋊ s a n w ɪ t ʃ ⋉	⋊ s a n w ɪ t ʃ t ⋉
1138	k əʊ ɛ g z ɪ s t	k əʊ ɛ g z ɪ s t ɪ d	coexist	coexisted	⋊ k o ɛ g z ɪ s t ⋉	⋊ k o ɛ g z ɪ s t ɪ d ⋉
1141	aʊ t r eɪ n ʒ	aʊ t r eɪ n ʒ d	outrange	outranged	⋊ a ʊ t ɹ e n ʒ ⋉	⋊ a ʊ t ɹ e n ʒ d ⋉
1148	p əʊ lˠ v ɔ lˠ t	p əʊ lˠ v ɔ lˠ t ɪ d	pole-vault	pole-vaulted	⋊ p o l v ɔ l t ⋉	⋊ p o l v ɔ l t ɪ d ⋉
1149	ɛ m b r ɔɪ lˠ	ɛ m b r ɔɪ lˠ d	embroil	embroiled	⋊ ɛ m b ɹ ɔ ɪ l ⋉	⋊ ɛ m b ɹ ɔ ɪ l d ⋉
1154	k a n	k ə d	can	could	⋊ k a n ⋉	⋊ k ə d ⋉
1157	d ɪ f ɛ n d	d ɪ f ɛ n d ɪ d	defend	defended	⋊ d ɪ f ɛ n d ⋉	⋊ d ɪ f ɛ n d ɪ d ⋉
1158	p r əʊ b ɪ t	p r əʊ b ɪ t ɪ d	probate	probated	⋊ p ɹ o b ɪ t ⋉	⋊ p ɹ o b ɪ t ɪ d ⋉
