index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
220	k ɹ ɔ s	k ɹ ɔ s t	cross	crossed	⋊ k ɹ ɔ s ⋉	⋊ k ɹ ɔ s t ⋉
221	ɪ n d ə k eɪ t	ɪ n d ə k eɪ t ə d	indicate	indicated	⋊ ɪ n d ə k e t ⋉	⋊ ɪ n d ə k e t ɪ d ⋉
222	f ɪ t	f ɪ t	fit	fitted	⋊ f ɪ t ⋉	⋊ f ɪ t ⋉
223	ʃ u t	ʃ a t	shoot	shot	⋊ ʃ u t ⋉	⋊ ʃ a t ⋉
224	ə n aʊ n s	ə n aʊ n s t	announce	announced	⋊ ə n a ʊ n s ⋉	⋊ ə n a ʊ n s t ⋉
225	ə f ɛ k t	ə f ɛ k t ə d	affect	affected	⋊ ə f ɛ k t ⋉	⋊ ə f ɛ k t ɪ d ⋉
226	l i n	l i n d	lean	leaned	⋊ l i n ⋉	⋊ l i n d ⋉
227	ɹ oʊ l	ɹ oʊ l d	roll	rolled	⋊ ɹ o l ⋉	⋊ ɹ o l d ⋉
228	p eɪ n t	p eɪ n t ə d	paint	painted	⋊ p e n t ⋉	⋊ p e n t ɪ d ⋉
229	k ʊ k	k ʊ k t	cook	cooked	⋊ k ʊ k ⋉	⋊ k ʊ k t ⋉
230	ʃ ʌ t	ʃ ʌ t	shut		⋊ ʃ ʌ t ⋉	⋊ ʃ ʌ t ⋉
231	l æ s t	l æ s t ə d	last	lasted	⋊ l ɑ s t ⋉	⋊ l ɑ s t ɪ d ⋉
232	ɪ g n oʊ ɹ	ɪ g n oʊ ɹ d	ignore	ignored	⋊ ɪ g n o ɹ ⋉	⋊ ɪ g n o ɹ d ⋉
233	h æ n d	h æ n d ə d	hand	handed	⋊ h ɑ n d ⋉	⋊ h ɑ n d ɪ d ⋉
234	k ə l ɛ k t	k ə l ɛ k t ə d	collect	collected	⋊ k ə l ɛ k t ⋉	⋊ k ə l ɛ k t ɪ d ⋉
235	aɪ d ɛ n t ə f aɪ	aɪ d ɛ n t ə f aɪ d	identify	identified	⋊ a ɪ d ɛ n t ə f a ɪ ⋉	⋊ a ɪ d ɛ n t ə f a ɪ d ⋉
236	s t ɹ ɛ tʃ	s t ɹ ɛ tʃ t	stretch	stretched	⋊ s t ɹ ɛ t ʃ ⋉	⋊ s t ɹ ɛ t ʃ t ⋉
237	ə b t eɪ n	ə b t eɪ n d	obtain	obtained	⋊ ə b t e n ⋉	⋊ ə b t e n d ⋉
238	h ɚ t	h ɚ t	hurt		⋊ h ɛ ɹ t ⋉	⋊ h ɛ ɹ t ⋉
239	dʒ ʌ m p	dʒ ʌ m p t	jump	jumped	⋊ d ʒ ʌ m p ⋉	⋊ d ʒ ʌ m p t ⋉
240	h æ n d ə l	h æ n d ə l d	handle	handled	⋊ h ɑ n d ə l ⋉	⋊ h ɑ n d ə l d ⋉
241	k ə m b aɪ n	k ə m b aɪ n d	combine	combined	⋊ k ə m b a ɪ n ⋉	⋊ k ə m b a ɪ n d ⋉
242	s ə k s i d	s ə k s i d ə d	succeed	succeeded	⋊ s ə k s i d ⋉	⋊ s ə k s i d ɪ d ⋉
243	ɹ ɪ p i t	ɹ ɪ p i t ə d	repeat	repeated	⋊ ɹ ɪ p i t ⋉	⋊ ɹ ɪ p i t ɪ d ⋉
244	w eɪ k	w oʊ k	wake	waked	⋊ w e k ⋉	⋊ w o k ⋉
245	b ɛ n d	b ɛ n t	bend	bended	⋊ b ɛ n d ⋉	⋊ b ɛ n t ⋉
246	d æ n s	d æ n s t	dance	danced	⋊ d ɑ n s ⋉	⋊ d ɑ n s t ⋉
247	d ɪ n aɪ	d ɪ n aɪ d	deny	denied	⋊ d ɪ n a ɪ ⋉	⋊ d ɪ n a ɪ d ⋉
248	ɪ n v aɪ t	ɪ n v aɪ t ə d	invite	invited	⋊ ɪ n v a ɪ t ⋉	⋊ ɪ n v a ɪ t ɪ d ⋉
249	s ə s p ɛ k t	s ə s p ɛ k t ə d	suspect	suspected	⋊ s ə s p ɛ k t ⋉	⋊ s ə s p ɛ k t ɪ d ⋉
250	θ ɹ ɛ t ə n	θ ɹ ɛ t ə n d	threaten	threatened	⋊ θ ɹ ɛ t ə n ⋉	⋊ θ ɹ ɛ t ə n d ⋉
251	m aɪ n d	m aɪ n d ə d	mind	minded	⋊ m a ɪ n d ⋉	⋊ m a ɪ n d ɪ d ⋉
252	k aʊ n t	k aʊ n t ə d	count	counted	⋊ k a ʊ n t ⋉	⋊ k a ʊ n t ɪ d ⋉
253	oʊ ɹ g ə n aɪ z	oʊ ɹ g ə n aɪ z d	organize	organized	⋊ o ɹ g ə n a ɪ z ⋉	⋊ o ɹ g ə n a ɪ z d ⋉
254	ɪ m p l ɔɪ	ɪ m p l ɔɪ d	employ	employed	⋊ ɪ m p l ɔ ɪ ⋉	⋊ ɪ m p l ɔ ɪ d ⋉
255	l a k	l a k t	lock	locked	⋊ l a k ⋉	⋊ l a k t ⋉
256	t eɪ ɹ	t oʊ ɹ	tear	tore	⋊ t e ɹ ⋉	⋊ t o ɹ ⋉
257	t aɪ	t aɪ d	tie	tied	⋊ t a ɪ ⋉	⋊ t a ɪ d ⋉
258	s l ɪ p	s l ɪ p t	slip	slipped	⋊ s l ɪ p ⋉	⋊ s l ɪ p t ⋉
259	k a n s ə n t ɹ eɪ t	k a n s ə n t ɹ eɪ t ə d	concentrate	concentrated	⋊ k a n s ə n t ɹ e t ⋉	⋊ k a n s ə n t ɹ e t ɪ d ⋉
260	k l i n	k l i n d	clean	cleaned	⋊ k l i n ⋉	⋊ k l i n d ⋉
261	ɹ ɪ dʒ ɛ k t	ɹ ɪ dʒ ɛ k t ə d	reject	rejected	⋊ ɹ ɪ d ʒ ɛ k t ⋉	⋊ ɹ ɪ d ʒ ɛ k t ɪ d ⋉
262	n oʊ t	n oʊ t ə d	note	noted	⋊ n o t ⋉	⋊ n o t ɪ d ⋉
263	t ɹ eɪ n	t ɹ eɪ n d	train	trained	⋊ t ɹ e n ⋉	⋊ t ɹ e n d ⋉
264	k ɪ s	k ɪ s t	kiss	kissed	⋊ k ɪ s ⋉	⋊ k ɪ s t ⋉
265	ɪ n ʃ u ɹ	ɪ n ʃ u ɹ d	ensure	ensured	⋊ ɪ n ʃ u ɹ ⋉	⋊ ɪ n ʃ u ɹ d ⋉
266	ə d a p t	ə d a p t ə d	adopt	adopted	⋊ ə d a p t ⋉	⋊ ə d a p t ɪ d ⋉
267	b a ð ɚ	b a ð ɚ d	bother	bothered	⋊ b a ð ɛ ɹ ⋉	⋊ b a ð ɛ ɹ d ⋉
268	n eɪ m	n eɪ m d	name	named	⋊ n e m ⋉	⋊ n e m d ⋉
269	ə k w aɪ ɚ	ə k w aɪ ɚ d	acquire	acquired	⋊ ə k w a ɪ ɛ ɹ ⋉	⋊ ə k w a ɪ ɛ ɹ d ⋉
270	ɹ ɪ z ʌ l t	ɹ ɪ z ʌ l t ə d	result	resulted	⋊ ɹ ɪ z ʌ l t ⋉	⋊ ɹ ɪ z ʌ l t ɪ d ⋉
271	v oʊ t	v oʊ t ə d	vote	voted	⋊ v o t ⋉	⋊ v o t ɪ d ⋉
272	s t ɛ p	s t ɛ p t	step	stepped	⋊ s t ɛ p ⋉	⋊ s t ɛ p t ⋉
273	ɹ aɪ d	ɹ oʊ d	ride	rode	⋊ ɹ a ɪ d ⋉	⋊ ɹ o d ⋉
274	s æ t ɪ s f aɪ	s æ t ɪ s f aɪ d	satisfy	satisfied	⋊ s ɑ t ɪ s f a ɪ ⋉	⋊ s ɑ t ɪ s f a ɪ d ⋉
275	v eɪ ɹ i	v eɪ ɹ i d	vary	varied	⋊ v e ɹ i ⋉	⋊ v e ɹ i d ⋉
276	s w ɪ ŋ	s w ʌ ŋ	swing	swung	⋊ s w ɪ ŋ ⋉	⋊ s w ʌ ŋ ⋉
277	d ɪ k l eɪ ɹ	d ɪ k l eɪ ɹ d	declare	declared	⋊ d ɪ k l e ɹ ⋉	⋊ d ɪ k l e ɹ d ⋉
278	k ɔ s t	k ɔ s t	cost	costed	⋊ k ɔ s t ⋉	⋊ k ɔ s t ⋉
279	p ɚ s w eɪ d	p ɚ s w eɪ d ə d	persuade	persuaded	⋊ p ɛ ɹ s w e d ⋉	⋊ p ɛ ɹ s w e d ɪ d ⋉
280	t ɛ s t	t ɛ s t ə d	test	tested	⋊ t ɛ s t ⋉	⋊ t ɛ s t ɪ d ⋉
281	ɚ n	ɚ n d	earn	earned	⋊ ɛ ɹ n ⋉	⋊ ɛ ɹ n d ⋉
282	ɪ n eɪ b ə l	ɪ n eɪ b ə l d	enable	enabled	⋊ ɪ n e b ə l ⋉	⋊ ɪ n e b ə l d ⋉
283	l aɪ t	l ɪ t	light	lighted	⋊ l a ɪ t ⋉	⋊ l ɪ t ⋉
284	n a k	n a k t	knock	knocked	⋊ n a k ⋉	⋊ n a k t ⋉
285	k ə m ɪ t	k ə m ɪ t ə d	commit	committed	⋊ k ə m ɪ t ⋉	⋊ k ə m ɪ t ɪ d ⋉
286	ɹ ɪ l æ k s	ɹ ɪ l æ k s t	relax	relaxed	⋊ ɹ ɪ l ɑ k s ⋉	⋊ ɹ ɪ l ɑ k s t ⋉
287	d aɪ ɹ ɛ k t	d aɪ ɹ ɛ k t ə d	direct	directed	⋊ d a ɪ ɹ ɛ k t ⋉	⋊ d a ɪ ɹ ɛ k t ɪ d ⋉
288	s t i l	s t oʊ l	steal	stole	⋊ s t i l ⋉	⋊ s t o l ⋉
289	ɹ ɛ s t	ɹ ɛ s t ə d	rest	rested	⋊ ɹ ɛ s t ⋉	⋊ ɹ ɛ s t ɪ d ⋉
290	s a l v	s a l v d	solve	solved	⋊ s a l v ⋉	⋊ s a l v d ⋉
291	ɪ k s p i ɹ i ə n s	ɪ k s p i ɹ i ə n s t	experience	experienced	⋊ ɪ k s p i ɹ i ə n s ⋉	⋊ ɪ k s p i ɹ i ə n s t ⋉
292	ə s oʊ s i eɪ t	ə s oʊ s i eɪ t ə d	associate	associated	⋊ ə s o s i e t ⋉	⋊ ə s o s i e t ɪ d ⋉
293	d ɪ t ɚ m ɪ n	d ɪ t ɚ m ɪ n d	determine	determined	⋊ d ɪ t ɛ ɹ m ɪ n ⋉	⋊ d ɪ t ɛ ɹ m ɪ n d ⋉
294	ɹ ɪ s p a n d	ɹ ɪ s p a n d ə d	respond	responded	⋊ ɹ ɪ s p a n d ⋉	⋊ ɹ ɪ s p a n d ɪ d ⋉
295	s w i p	s w ɛ p t	sweep	swept	⋊ s w i p ⋉	⋊ s w ɛ p t ⋉
296	ɹ ʌ ʃ	ɹ ʌ ʃ t	rush	rushed	⋊ ɹ ʌ ʃ ⋉	⋊ ɹ ʌ ʃ t ⋉
297	a k j ə p aɪ	a k j ə p aɪ d	occupy	occupied	⋊ a k j ə p a ɪ ⋉	⋊ a k j ə p a ɪ d ⋉
298	m ɪ k s	m ɪ k s t	mix	mixed	⋊ m ɪ k s ⋉	⋊ m ɪ k s t ⋉
299	s t eɪ t	s t eɪ t ə d	state	stated	⋊ s t e t ⋉	⋊ s t e t ɪ d ⋉
300	b eɪ ɹ i	b eɪ ɹ i d	bury	buried	⋊ b e ɹ i ⋉	⋊ b e ɹ i d ⋉
301	s ɪ ŋ k	s æ ŋ k	sink	sank	⋊ s ɪ ŋ k ⋉	⋊ s ɑ ŋ k ⋉
302	w oʊ ɹ n	w oʊ ɹ n d	warn	warned	⋊ w o ɹ n ⋉	⋊ w o ɹ n d ⋉
303	m a ɹ k	m a ɹ k t	mark	marked	⋊ m a ɹ k ⋉	⋊ m a ɹ k t ⋉
304	k l i ɹ	k l i ɹ d	clear	cleared	⋊ k l i ɹ ⋉	⋊ k l i ɹ d ⋉
305	ə t æ tʃ	ə t æ tʃ t	attach	attached	⋊ ə t ɑ t ʃ ⋉	⋊ ə t ɑ t ʃ t ⋉
306	s aɪ n	s aɪ n d	sign	signed	⋊ s a ɪ n ⋉	⋊ s a ɪ n d ⋉
307	p ɹ æ k t ɪ s	p ɹ æ k t ɪ s t	practise	practised	⋊ p ɹ ɑ k t ɪ s ⋉	⋊ p ɹ ɑ k t ɪ s t ⋉
308	s k ɹ i m	s k ɹ i m d	scream	screamed	⋊ s k ɹ i m ⋉	⋊ s k ɹ i m d ⋉
309	d ɹ æ g	d ɹ æ g d	drag	dragged	⋊ d ɹ ɑ g ⋉	⋊ d ɹ ɑ g d ⋉
310	k ə m p l i t	k ə m p l i t ə d	complete	completed	⋊ k ə m p l i t ⋉	⋊ k ə m p l i t ɪ d ⋉
311	d eɪ ɹ	d eɪ ɹ d	dare	dared	⋊ d e ɹ ⋉	⋊ d e ɹ d ⋉
312	f aɪ ɚ	f aɪ ɚ d	fire	fired	⋊ f a ɪ ɛ ɹ ⋉	⋊ f a ɪ ɛ ɹ d ⋉
313	t ɹ ʌ s t	t ɹ ʌ s t ə d	trust	trusted	⋊ t ɹ ʌ s t ⋉	⋊ t ɹ ʌ s t ɪ d ⋉
314	ə k ʌ m p ə n i	ə k ʌ m p ə n i d	accompany	accompanied	⋊ ə k ʌ m p ə n i ⋉	⋊ ə k ʌ m p ə n i d ⋉
315	l oʊ ɚ	l oʊ ɚ d	lower	lowered	⋊ l o ɛ ɹ ⋉	⋊ l o ɛ ɹ d ⋉
316	d ɹ aɪ	d ɹ aɪ d	dry	dried	⋊ d ɹ a ɪ ⋉	⋊ d ɹ a ɪ d ⋉
317	g l æ n s	g l æ n s t	glance	glanced	⋊ g l ɑ n s ⋉	⋊ g l ɑ n s t ⋉
318	p ə z ɛ s	p ə z ɛ s t	possess	possessed	⋊ p ə z ɛ s ⋉	⋊ p ə z ɛ s t ⋉
319	s m ɛ l	s m ɛ l d	smell	smelled	⋊ s m ɛ l ⋉	⋊ s m ɛ l d ⋉
320	s u t	s u t ə d	suit	suited	⋊ s u t ⋉	⋊ s u t ɪ d ⋉
321	h ɛ d	h ɛ d ə d	head	headed	⋊ h ɛ d ⋉	⋊ h ɛ d ɪ d ⋉
322	s w ɪ m	s w æ m	swim	swam	⋊ s w ɪ m ⋉	⋊ s w ɑ m ⋉
323	b l eɪ m	b l eɪ m d	blame	blamed	⋊ b l e m ⋉	⋊ b l e m d ⋉
324	d ɪ l ɪ v ɚ	d ɪ l ɪ v ɚ d	deliver	delivered	⋊ d ɪ l ɪ v ɛ ɹ ⋉	⋊ d ɪ l ɪ v ɛ ɹ d ⋉
325	ɪ k s p æ n d	ɪ k s p æ n d ə d	expand	expanded	⋊ ɪ k s p ɑ n d ⋉	⋊ ɪ k s p ɑ n d ɪ d ⋉
326	d ɛ m ə n s t ɹ eɪ t	d ɛ m ə n s t ɹ eɪ t ə d	demonstrate	demonstrated	⋊ d ɛ m ə n s t ɹ e t ⋉	⋊ d ɛ m ə n s t ɹ e t ɪ d ⋉
327	ʃ ɪ f t	ʃ ɪ f t ə d	shift	shifted	⋊ ʃ ɪ f t ⋉	⋊ ʃ ɪ f t ɪ d ⋉
328	w eɪ v	w eɪ v d	wave	waved	⋊ w e v ⋉	⋊ w e v d ⋉
329	tʃ a ɹ dʒ	tʃ a ɹ dʒ d	charge	charged	⋊ t ʃ a ɹ d ʒ ⋉	⋊ t ʃ a ɹ d ʒ d ⋉
330	f ɹ i z	f ɹ oʊ z	freeze	froze	⋊ f ɹ i z ⋉	⋊ f ɹ o z ⋉
331	s m oʊ k	s m oʊ k t	smoke	smoked	⋊ s m o k ⋉	⋊ s m o k t ⋉
332	b ɹ i ð	b ɹ i ð d	breathe	breathed	⋊ b ɹ i ð ⋉	⋊ b ɹ i ð d ⋉
333	g ɹ æ n t	g ɹ æ n t ə d	grant	granted	⋊ g ɹ ɑ n t ⋉	⋊ g ɹ ɑ n t ɪ d ⋉
334	k oʊ p	k oʊ p t	cope	coped	⋊ k o p ⋉	⋊ k o p t ⋉
335	s t ɹ ʌ g ə l	s t ɹ ʌ g ə l d	struggle	struggled	⋊ s t ɹ ʌ g ə l ⋉	⋊ s t ɹ ʌ g ə l d ⋉
336	s w ɪ tʃ	s w ɪ tʃ t	switch	switched	⋊ s w ɪ t ʃ ⋉	⋊ s w ɪ t ʃ t ⋉
337	d ɪ s t ɚ b	d ɪ s t ɚ b d	disturb	disturbed	⋊ d ɪ s t ɛ ɹ b ⋉	⋊ d ɪ s t ɛ ɹ b d ⋉
338	s ə l ɛ k t	s ə l ɛ k t ə d	select	selected	⋊ s ə l ɛ k t ⋉	⋊ s ə l ɛ k t ɪ d ⋉
339	p ɚ m ɪ t	p ɚ m ɪ t ə d	permit	permitted	⋊ p ɛ ɹ m ɪ t ⋉	⋊ p ɛ ɹ m ɪ t ɪ d ⋉
340	ə d v aɪ z	ə d v aɪ z d	advise	advised	⋊ ə d v a ɪ z ⋉	⋊ ə d v a ɪ z d ⋉
341	w ɪ s p ɚ	w ɪ s p ɚ d	whisper	whispered	⋊ w ɪ s p ɛ ɹ ⋉	⋊ w ɪ s p ɛ ɹ d ⋉
342	b ɔɪ l	b ɔɪ l d	boil	boiled	⋊ b ɔ ɪ l ⋉	⋊ b ɔ ɪ l d ⋉
343	k ə n k l u d	k ə n k l u d ə d	conclude	concluded	⋊ k ə n k l u d ⋉	⋊ k ə n k l u d ɪ d ⋉
344	d a m ɪ n eɪ t	d a m ɪ n eɪ t ə d	dominate	dominated	⋊ d a m ɪ n e t ⋉	⋊ d a m ɪ n e t ɪ d ⋉
345	k ə n t ɹ ɪ b j u t	k ə n t ɹ ɪ b j u t ə d	contribute	contributed	⋊ k ə n t ɹ ɪ b j u t ⋉	⋊ k ə n t ɹ ɪ b j u t ɪ d ⋉
346	k ɪ k	k ɪ k t	kick	kicked	⋊ k ɪ k ⋉	⋊ k ɪ k t ⋉
347	l ɪ ŋ k	l ɪ ŋ k t	link	linked	⋊ l ɪ ŋ k ⋉	⋊ l ɪ ŋ k t ⋉
348	ɹ ɪ z ɪ s t	ɹ ɪ z ɪ s t ə d	resist	resisted	⋊ ɹ ɪ z ɪ s t ⋉	⋊ ɹ ɪ z ɪ s t ɪ d ⋉
349	k æ s t	k æ s t	cast		⋊ k ɑ s t ⋉	⋊ k ɑ s t ⋉
350	s t ɚ	s t ɚ d	stir	stirred	⋊ s t ɛ ɹ ⋉	⋊ s t ɛ ɹ d ⋉
351	m aʊ n t	m aʊ n t ə d	mount	mounted	⋊ m a ʊ n t ⋉	⋊ m a ʊ n t ɪ d ⋉
352	ɹ ʌ b	ɹ ʌ b d	rub	rubbed	⋊ ɹ ʌ b ⋉	⋊ ɹ ʌ b d ⋉
353	v æ n ɪ ʃ	v æ n ɪ ʃ t	vanish	vanished	⋊ v ɑ n ɪ ʃ ⋉	⋊ v ɑ n ɪ ʃ t ⋉
354	k w oʊ t	k w oʊ t ə d	quote	quoted	⋊ k w o t ⋉	⋊ k w o t ɪ d ⋉
355	p ɹ ə s i d	p ɹ ə s i d ə d	proceed	proceeded	⋊ p ɹ ə s i d ⋉	⋊ p ɹ ə s i d ɪ d ⋉
356	f ɪ k s	f ɪ k s t	fix	fixed	⋊ f ɪ k s ⋉	⋊ f ɪ k s t ⋉
357	k ə n ɛ k t	k ə n ɛ k t ə d	connect	connected	⋊ k ə n ɛ k t ⋉	⋊ k ə n ɛ k t ɪ d ⋉
358	s oʊ ɹ t	s oʊ ɹ t ə d	sort	sorted	⋊ s o ɹ t ⋉	⋊ s o ɹ t ɪ d ⋉
359	dʒ ʌ dʒ	dʒ ʌ dʒ d	judge	judged	⋊ d ʒ ʌ d ʒ ⋉	⋊ d ʒ ʌ d ʒ d ⋉
360	d ɪ g	d ʌ g	dig	dug	⋊ d ɪ g ⋉	⋊ d ʌ g ⋉
361	h ɚ i	h ɚ i d	hurry	hurried	⋊ h ɛ ɹ i ⋉	⋊ h ɛ ɹ i d ⋉
362	s ɛ n s	s ɛ n s t	sense	sensed	⋊ s ɛ n s ⋉	⋊ s ɛ n s t ⋉
363	ɹ ɪ t eɪ n	ɹ ɪ t eɪ n d	retain	retained	⋊ ɹ ɪ t e n ⋉	⋊ ɹ ɪ t e n d ⋉
364	ɔ l t ɚ	ɔ l t ɚ d	alter	altered	⋊ ɔ l t ɛ ɹ ⋉	⋊ ɔ l t ɛ ɹ d ⋉
365	ɪ n f l u ə n s	ɪ n f l u ə n s t	influence	influenced	⋊ ɪ n f l u ə n s ⋉	⋊ ɪ n f l u ə n s t ⋉
366	l ɔ n tʃ	l ɔ n tʃ t	launch	launched	⋊ l ɔ n t ʃ ⋉	⋊ l ɔ n t ʃ t ⋉
367	t w ɪ s t	t w ɪ s t ə d	twist	twisted	⋊ t w ɪ s t ⋉	⋊ t w ɪ s t ɪ d ⋉
368	ɚ dʒ	ɚ dʒ d	urge	urged	⋊ ɛ ɹ d ʒ ⋉	⋊ ɛ ɹ d ʒ d ⋉
369	ə ʃ u ɹ	ə ʃ u ɹ d	assure	assured	⋊ ə ʃ u ɹ ⋉	⋊ ə ʃ u ɹ d ⋉
370	p æ k	p æ k t	pack	packed	⋊ p ɑ k ⋉	⋊ p ɑ k t ⋉
371	f oʊ l d	f oʊ l d ə d	fold	folded	⋊ f o l d ⋉	⋊ f o l d ɪ d ⋉
372	b ɚ s t	b ɚ s t	burst		⋊ b ɛ ɹ s t ⋉	⋊ b ɛ ɹ s t ⋉
373	k ə n d ʌ k t	k ə n d ʌ k t ə d	conduct	conducted	⋊ k ə n d ʌ k t ⋉	⋊ k ə n d ʌ k t ɪ d ⋉
374	ə b z oʊ ɹ b	ə b z oʊ ɹ b d	absorb	absorbed	⋊ ə b z o ɹ b ⋉	⋊ ə b z o ɹ b d ⋉
375	w eɪ s t	w eɪ s t ə d	waste	wasted	⋊ w e s t ⋉	⋊ w e s t ɪ d ⋉
376	d ɹ i m	d ɹ ɛ m t	dream	dreamed	⋊ d ɹ i m ⋉	⋊ d ɹ ɛ m t ⋉
377	w aɪ p	w aɪ p t	wipe	wiped	⋊ w a ɪ p ⋉	⋊ w a ɪ p t ⋉
378	ɹ ɪ l eɪ t	ɹ ɪ l eɪ t ə d	relate	related	⋊ ɹ ɪ l e t ⋉	⋊ ɹ ɪ l e t ɪ d ⋉
379	ɛ m f ə s aɪ z	ɛ m f ə s aɪ z d	emphasize	emphasized	⋊ ɛ m f ə s a ɪ z ⋉	⋊ ɛ m f ə s a ɪ z d ⋉
380	w a n d ɚ	w a n d ɚ d	wander	wandered	⋊ w a n d ɛ ɹ ⋉	⋊ w a n d ɛ ɹ d ⋉
381	s i s	s i s t	cease	ceased	⋊ s i s ⋉	⋊ s i s t ⋉
382	ɹ u l	ɹ u l d	rule	ruled	⋊ ɹ u l ⋉	⋊ ɹ u l d ⋉
383	l æ k	l æ k t	lack	lacked	⋊ l ɑ k ⋉	⋊ l ɑ k t ⋉
384	f oʊ n	f oʊ n d	phone	phoned	⋊ f o n ⋉	⋊ f o n d ⋉
385	s ʌ k	s ʌ k t	suck	sucked	⋊ s ʌ k ⋉	⋊ s ʌ k t ⋉
386	f eɪ d	f eɪ d ə d	fade	faded	⋊ f e d ⋉	⋊ f e d ɪ d ⋉
387	m ɛ ʒ ɚ	m ɛ ʒ ɚ d	measure	measured	⋊ m ɛ ʒ ɛ ɹ ⋉	⋊ m ɛ ʒ ɛ ɹ d ⋉
388	k ə n v ɚ t	k ə n v ɚ t ə d	convert	converted	⋊ k ə n v ɛ ɹ t ⋉	⋊ k ə n v ɛ ɹ t ɪ d ⋉
389	l ɪ m ɪ t	l ɪ m ɪ t ə d	limit	limited	⋊ l ɪ m ɪ t ⋉	⋊ l ɪ m ɪ t ɪ d ⋉
390	p ɹ ɪ n t	p ɹ ɪ n t ə d	print	printed	⋊ p ɹ ɪ n t ⋉	⋊ p ɹ ɪ n t ɪ d ⋉
391	eɪ m	eɪ m d	aim	aimed	⋊ e m ⋉	⋊ e m d ⋉
392	ɹ æ p	ɹ æ p t	wrap	wrapped	⋊ ɹ ɑ p ⋉	⋊ ɹ ɑ p t ⋉
393	s l aɪ d	s l ɪ d	slide	slid	⋊ s l a ɪ d ⋉	⋊ s l ɪ d ⋉
394	ə p ɹ i ʃ i eɪ t	ə p ɹ i ʃ i eɪ t ə d	appreciate	appreciated	⋊ ə p ɹ i ʃ i e t ⋉	⋊ ə p ɹ i ʃ i e t ɪ d ⋉
395	ɪ l ɛ k t	ɪ l ɛ k t ə d	elect	elected	⋊ ɪ l ɛ k t ⋉	⋊ ɪ l ɛ k t ɪ d ⋉
396	f l oʊ	f l oʊ d	flow	flowed	⋊ f l o ⋉	⋊ f l o d ⋉
397	k w ɛ s tʃ ə n	k w ɛ s tʃ ə n d	question	questioned	⋊ k w ɛ s t ʃ ə n ⋉	⋊ k w ɛ s t ʃ ə n d ⋉
398	ʃ aɪ n	ʃ oʊ n	shine	shone	⋊ ʃ a ɪ n ⋉	⋊ ʃ o n ⋉
399	ɪ g z ɔ s t	ɪ g z ɔ s t ə d	exhaust	exhausted	⋊ ɪ g z ɔ s t ⋉	⋊ ɪ g z ɔ s t ɪ d ⋉
400	s l oʊ	s l oʊ d	slow	slowed	⋊ s l o ⋉	⋊ s l o d ⋉
401	d aʊ t	d aʊ t ə d	doubt	doubted	⋊ d a ʊ t ⋉	⋊ d a ʊ t ɪ d ⋉
402	s p ɹ ɪ ŋ	s p ɹ æ ŋ	spring	sprang	⋊ s p ɹ ɪ ŋ ⋉	⋊ s p ɹ ɑ ŋ ⋉
403	g ɹ æ b	g ɹ æ b d	grab	grabbed	⋊ g ɹ ɑ b ⋉	⋊ g ɹ ɑ b d ⋉
404	s p l ɪ t	s p l ɪ t	split		⋊ s p l ɪ t ⋉	⋊ s p l ɪ t ⋉
405	p ɹ ə m oʊ t	p ɹ ə m oʊ t ə d	promote	promoted	⋊ p ɹ ə m o t ⋉	⋊ p ɹ ə m o t ɪ d ⋉
406	f l oʊ t	f l oʊ t ə d	float	floated	⋊ f l o t ⋉	⋊ f l o t ɪ d ⋉
407	d ɪ k l aɪ n	d ɪ k l aɪ n d	decline	declined	⋊ d ɪ k l a ɪ n ⋉	⋊ d ɪ k l a ɪ n d ⋉
408	p a ɹ t	p a ɹ t ə d	part	parted	⋊ p a ɹ t ⋉	⋊ p a ɹ t ɪ d ⋉
409	s i z	s i z d	seize	seized	⋊ s i z ⋉	⋊ s i z d ⋉
410	s w eɪ ɹ	s w oʊ ɹ	swear	swore	⋊ s w e ɹ ⋉	⋊ s w o ɹ ⋉
411	k ə n s i l	k ə n s i l d	conceal	concealed	⋊ k ə n s i l ⋉	⋊ k ə n s i l d ⋉
412	d ɹ ɪ f t	d ɹ ɪ f t ə d	drift	drifted	⋊ d ɹ ɪ f t ⋉	⋊ d ɹ ɪ f t ɪ d ⋉
413	d ɪ p ɛ n d	d ɪ p ɛ n d ə d	depend		⋊ d ɪ p ɛ n d ⋉	⋊ d ɪ p ɛ n d ɪ d ⋉
414	d ɪ s t ɪ ŋ g w ɪ ʃ	d ɪ s t ɪ ŋ g w ɪ ʃ t	distinguish	distinguished	⋊ d ɪ s t ɪ ŋ g w ɪ ʃ ⋉	⋊ d ɪ s t ɪ ŋ g w ɪ ʃ t ⋉
415	b oʊ ɹ	b oʊ ɹ d	bore	bored	⋊ b o ɹ ⋉	⋊ b o ɹ d ⋉
416	d aɪ n	d aɪ n d	dine	dined	⋊ d a ɪ n ⋉	⋊ d a ɪ n d ⋉
417	k ə n s ʌ l t	k ə n s ʌ l t ə d	consult	consulted	⋊ k ə n s ʌ l t ⋉	⋊ k ə n s ʌ l t ɪ d ⋉
418	ʃ a k	ʃ a k t	shock	shocked	⋊ ʃ a k ⋉	⋊ ʃ a k t ⋉
419	t ɹ ʌ b ə l	t ɹ ʌ b ə l d	trouble	troubled	⋊ t ɹ ʌ b ə l ⋉	⋊ t ɹ ʌ b ə l d ⋉
