index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
3486	b l ʊ b ə r n	g ə b l ʊ b ə r t	blubbern	geblubbert	⋊ b l ʊ b ə r n ⋉	⋊ g ə b l ʊ b ə r t ⋉
3492	ʃ iː r ə n	g ə ʃ iː r t	schieren	geschiert	⋊ ʃ iː r ə n ⋉	⋊ g ə ʃ iː r t ⋉
3544	v iː z ə l n	g ə v iː z ə l t	wieseln	gewieselt	⋊ v iː z ə l n ⋉	⋊ g ə v iː z ə l t ⋉
3545	au̯ s ʃ r ai̯ b ə n	au̯ s g ə ʃ r iː b ə n	ausschreiben	ausgeschrieben	⋊ a u s ʃ r a i b ə n ⋉	⋊ a u s g ə ʃ r iː b ə n ⋉
3547	yː b ə r h eː b ə n	yː b ə r g ə h oː b ə n	überheben	übergehoben	⋊ yː b ə r h eː b ə n ⋉	⋊ yː b ə r g ə h oː b ə n ⋉
3552	f ɛ r ʃ m ɛː ə n	f ɛ r ʃ m ɛː t	verschmaehen	verschmaeht	⋊ f ɛ r ʃ m ɛː ə n ⋉	⋊ f ɛ r ʃ m ɛː t ⋉
3560	ɪ r l ɪ ç t ə r n	g ə ɪ r l ɪ ç t ə r t	irrlichtern	geirrlichtert	⋊ ɪ r l ɪ ç t ə r n ⋉	⋊ g ə ɪ r l ɪ ç t ə r t ⋉
3568	k a s t r iː r ə n	k a s t r iː r t	kastrieren	kastriert	⋊ k a s t r iː r ə n ⋉	⋊ k a s t r iː r t ⋉
3585	h ɪ n b iː g ə n	h ɪ n g ə b oː g ə n	hinbiegen	hingebogen	⋊ h ɪ n b iː g ə n ⋉	⋊ h ɪ n g ə b oː g ə n ⋉
3594	p ʊ b l iː ts iː r ə n	p ʊ b l iː ts iː r t	publizieren	publiziert	⋊ p ʊ b l iː ts iː r ə n ⋉	⋊ p ʊ b l iː ts iː r t ⋉
3595	d ʊ r ç f yː r ə n	d ʊ r ç g ə f yː r t	durchführen	durchgeführt	⋊ d ʊ r ç f yː r ə n ⋉	⋊ d ʊ r ç g ə f yː r t ⋉
3599	k l ɛ t ə r n	g ə k l ɛ t ə r t	klettern	geklettert	⋊ k l ɛ t ə r n ⋉	⋊ g ə k l ɛ t ə r t ⋉
3607	r eː v a k ts iː n iː r ə n	r eː v a k ts iː n iː r t	revakzinieren	revakziniert	⋊ r eː v a k ts iː n iː r ə n ⋉	⋊ r eː v a k ts iː n iː r t ⋉
3627	ai̯ n b ə t oː n iː r ə n	ai̯ n b ə t oː n iː r t	einbetonieren	einbetoniert	⋊ a i n b ə t oː n iː r ə n ⋉	⋊ a i n b ə t oː n iː r t ⋉
3632	m ɔ s t ə n	g ə m ɔ s t ə t	mosten	gemostet	⋊ m ɔ s t ə n ⋉	⋊ g ə m ɔ s t ə t ⋉
3640	g r ɔ l ə n	g ə g r ɔ l t	grollen	gegrollt	⋊ g r ɔ l ə n ⋉	⋊ g ə g r ɔ l t ⋉
3641	au̯ f d r ɛ ŋ ə l n	au̯ f g ə d r ɛ ŋ ə l t	aufdrängeln	aufgedrängelt	⋊ a u f d r ɛ ŋ ə l n ⋉	⋊ a u f g ə d r ɛ ŋ ə l t ⋉
3687	yː b ə r p r yː f ə n	yː b ə r p r yː f t	überprüfen	überprüft	⋊ yː b ə r p r yː f ə n ⋉	⋊ yː b ə r p r yː f t ⋉
3762	yː b ə r f r aː g ə n	yː b ə r f r aː k t	überfragen	überfragt	⋊ yː b ə r f r aː g ə n ⋉	⋊ yː b ə r f r aː k t ⋉
3781	n aː ə ʃ t eː ə n	n aː ə g ə ʃ t a n d ə n	nahestehen	nahegestanden	⋊ n aː ə ʃ t eː ə n ⋉	⋊ n aː ə g ə ʃ t a n d ə n ⋉
3784	ʊ n t ə r t iː t ə l n	ʊ n t ə r t iː t ə l t	untertiteln	untertitelt	⋊ ʊ n t ə r t iː t ə l n ⋉	⋊ ʊ n t ə r t iː t ə l t ⋉
3791	yː b ə r k l eː b ə n	yː b ə r k l eː p t	überkleben	überklebt	⋊ yː b ə r k l eː b ə n ⋉	⋊ yː b ə r k l eː p t ⋉
3808	h ɛ r ai̯ n f a l ə n	h ɛ r ai̯ n g ə f a l ə n	hereinfallen	hereingefallen	⋊ h ɛ r a i n f a l ə n ⋉	⋊ h ɛ r a i n g ə f a l ə n ⋉
3812	a p g ʊ k ə n	a p g ə g ʊ k t	abgucken	abgeguckt	⋊ a p g ʊ k ə n ⋉	⋊ a p g ə g ʊ k t ⋉
3832	t r a k t iː r ə n	t r a k t iː r t	traktieren	traktiert	⋊ t r a k t iː r ə n ⋉	⋊ t r a k t iː r t ⋉
3872	h ɛ r ai̯ n b r ɛ x ə n	h ɛ r ai̯ n g ə b r ɔ x ə n	hereinbrechen	hereingebrochen	⋊ h ɛ r a i n b r ɛ x ə n ⋉	⋊ h ɛ r a i n g ə b r ɔ x ə n ⋉
3894	v ai̯ x ə n	g ə v ai̯ x t	weichen	geweicht	⋊ v a i x ə n ⋉	⋊ g ə v a i x t ⋉
3918	ai̯ n f yː r ə n	ai̯ n g ə f yː r t	einführen	eingeführt	⋊ a i n f yː r ə n ⋉	⋊ a i n g ə f yː r t ⋉
3928	au̯ s ʃ p ɛː ə n	au̯ s g ə ʃ p ɛː t	ausspaehen	ausgespaeht	⋊ a u s ʃ p ɛː ə n ⋉	⋊ a u s g ə ʃ p ɛː t ⋉
3933	p ɪ n ə n	g ə p ɪ n t	pinnen	gepinnt	⋊ p ɪ n ə n ⋉	⋊ g ə p ɪ n t ⋉
3946	h ai̯ l ə n	g ə h ai̯ l t	heilen	geheilt	⋊ h a i l ə n ⋉	⋊ g ə h a i l t ⋉
3947	v ɛ k ʃ ɪ k ə n	v ɛ k g ə ʃ ɪ k t	wegschicken	weggeschickt	⋊ v ɛ k ʃ ɪ k ə n ⋉	⋊ v ɛ k g ə ʃ ɪ k t ⋉
3957	t r ɛ n ts ə n	g ə t r ɛ n ts t	trenzen	getrenzt	⋊ t r ɛ n ts ə n ⋉	⋊ g ə t r ɛ n ts t ⋉
3990	ʃ oi̯ ə n	g ə ʃ oi̯ t	scheuen	gescheut	⋊ ʃ o i ə n ⋉	⋊ g ə ʃ o i t ⋉
4018	yː b ə r t r eː t ə n	yː b ə r g ə t r eː t ə n	übertreten	übergetreten	⋊ yː b ə r t r eː t ə n ⋉	⋊ yː b ə r g ə t r eː t ə n ⋉
4027	ɛ r v ai̯ z ə n	ɛ r v iː z ə n	erweisen	erwiesen	⋊ ɛ r v a i z ə n ⋉	⋊ ɛ r v iː z ə n ⋉
4071	f ɛ r k ɪ t ə n	f ɛ r k ɪ t ə t	verkitten	verkittet	⋊ f ɛ r k ɪ t ə n ⋉	⋊ f ɛ r k ɪ t ə t ⋉
4118	v ɛ k ʃ eː r ə n	v ɛ k g ə ʃ eː r t	wegscheren	weggeschert	⋊ v ɛ k ʃ eː r ə n ⋉	⋊ v ɛ k g ə ʃ eː r t ⋉
4121	r eː t r oː v ɛ r t iː r ə n	r eː t r oː v ɛ r t iː r t	retrovertieren	retrovertiert	⋊ r eː t r oː v ɛ r t iː r ə n ⋉	⋊ r eː t r oː v ɛ r t iː r t ⋉
4199	yː b ə r f l uː t ə n	yː b ə r f l uː t ə t	überfluten	überflutet	⋊ yː b ə r f l uː t ə n ⋉	⋊ yː b ə r f l uː t ə t ⋉
4207	f ɛ r ʃ l ɛ p ə n	f ɛ r ʃ l ɛ p t	verschleppen	verschleppt	⋊ f ɛ r ʃ l ɛ p ə n ⋉	⋊ f ɛ r ʃ l ɛ p t ⋉
4247	ɪ n k ɔ m oː d iː r ə n	ɪ n k ɔ m oː d iː r t	inkommodieren	inkommodiert	⋊ ɪ n k ɔ m oː d iː r ə n ⋉	⋊ ɪ n k ɔ m oː d iː r t ⋉
4288	g r yː s ə n	g ə g r yː s t	grüssen	gegrüsst	⋊ g r yː s ə n ⋉	⋊ g ə g r yː s t ⋉
4348	v ai̯ t ə r ɛ r ts ɛː l ə n	v ai̯ t ə r ɛ r ts ɛː l t	weitererzaehlen	weitererzaehlt	⋊ v a i t ə r ɛ r ts ɛː l ə n ⋉	⋊ v a i t ə r ɛ r ts ɛː l t ⋉
4368	ai̯ n t r oi̯ f ə l n	ai̯ n g ə t r oi̯ f ə l t	einträufeln	eingeträufelt	⋊ a i n t r o i f ə l n ⋉	⋊ a i n g ə t r o i f ə l t ⋉
4378	f ɛ r f ɛ t ə n	f ɛ r f ɛ t ə t	verfetten	verfettet	⋊ f ɛ r f ɛ t ə n ⋉	⋊ f ɛ r f ɛ t ə t ⋉
4389	a n m a x ə n	a n g ə m a x t	anmachen	angemacht	⋊ a n m a x ə n ⋉	⋊ a n g ə m a x t ⋉
4429	ts ɛː m ə n	g ə ts ɛː m t	zaehmen	gezaehmt	⋊ ts ɛː m ə n ⋉	⋊ g ə ts ɛː m t ⋉
4453	f ɛ r yː b ə n	f ɛ r yː p t	verüben	verübt	⋊ f ɛ r yː b ə n ⋉	⋊ f ɛ r yː p t ⋉
4491	au̯ f m ɔ ts ə n	au̯ f g ə m ɔ ts t	aufmotzen	aufgemotzt	⋊ a u f m ɔ ts ə n ⋉	⋊ a u f g ə m ɔ ts t ⋉
4507	a l t ə r n	g ə a l t ə r t	altern	gealtert	⋊ a l t ə r n ⋉	⋊ g ə a l t ə r t ⋉
4520	d oː ts iː r ə n	d oː ts iː r t	dozieren	doziert	⋊ d oː ts iː r ə n ⋉	⋊ d oː ts iː r t ⋉
4548	a p l au̯ g ə n	a p g ə l au̯ k t	ablaugen	abgelaugt	⋊ a p l a u g ə n ⋉	⋊ a p g ə l a u k t ⋉
4600	ai̯ n b ɛ t ə n	ai̯ n g ə b ɛ t ə t	einbetten	eingebettet	⋊ a i n b ɛ t ə n ⋉	⋊ a i n g ə b ɛ t ə t ⋉
4604	f øː d eː r iː r ə n	f øː d eː r iː r t	föderieren	föderiert	⋊ f øː d eː r iː r ə n ⋉	⋊ f øː d eː r iː r t ⋉
4636	ts uː ʃ t ɪ m ə n	ts uː g ə ʃ t ɪ m t	zustimmen	zugestimmt	⋊ ts uː ʃ t ɪ m ə n ⋉	⋊ ts uː g ə ʃ t ɪ m t ⋉
4658	ts uː z a m ə n n eː m ə n	ts uː z a m ə n g ə n ɔ m ə n	zusammennehmen	zusammengenommen	⋊ ts uː z a m ə n n eː m ə n ⋉	⋊ ts uː z a m ə n g ə n ɔ m ə n ⋉
4675	l ʏ pf ə n	g ə l ʏ pf t	lüpfen	gelüpft	⋊ l ʏ pf ə n ⋉	⋊ g ə l ʏ pf t ⋉
4749	au̯ s ʃ eː r ə n	au̯ s g ə ʃ eː r t	ausscheren	ausgeschert	⋊ a u s ʃ eː r ə n ⋉	⋊ a u s g ə ʃ eː r t ⋉
4761	k ɪ p ə n	g ə k ɪ p t	kippen	gekippt	⋊ k ɪ p ə n ⋉	⋊ g ə k ɪ p t ⋉
4789	ʃ l aː f v a n d ə l n	g ə ʃ l aː f v a n d ə l t	schlafwandeln	geschlafwandelt	⋊ ʃ l aː f v a n d ə l n ⋉	⋊ g ə ʃ l aː f v a n d ə l t ⋉
4795	r aː g ə n	g ə r aː k t	ragen	geragt	⋊ r aː g ə n ⋉	⋊ g ə r aː k t ⋉
4800	f ɔ r t f aː r ə n	f ɔ r t g ə f aː r ə n	fortfahren	fortgefahren	⋊ f ɔ r t f aː r ə n ⋉	⋊ f ɔ r t g ə f aː r ə n ⋉
4814	z ai̯ l ə n	g ə z ai̯ l t	seilen	geseilt	⋊ z a i l ə n ⋉	⋊ g ə z a i l t ⋉
4824	t r a n s f ɔ r m iː r ə n	t r a n s f ɔ r m iː r t	transformieren	transformiert	⋊ t r a n s f ɔ r m iː r ə n ⋉	⋊ t r a n s f ɔ r m iː r t ⋉
4869	ʃ uː l m ai̯ s t ə r n	g ə ʃ uː l m ai̯ s t ə r t	schulmeistern	geschulmeistert	⋊ ʃ uː l m a i s t ə r n ⋉	⋊ g ə ʃ uː l m a i s t ə r t ⋉
4896	yː b ə r ʃ t ɛ m p ə l n	yː b ə r ʃ t ɛ m p ə l t	überstempeln	überstempelt	⋊ yː b ə r ʃ t ɛ m p ə l n ⋉	⋊ yː b ə r ʃ t ɛ m p ə l t ⋉
4927	ai̯ n z oi̯ ə r n	ai̯ n g ə z oi̯ ə r t	einsäuern	eingesäuert	⋊ a i n z o i ə r n ⋉	⋊ a i n g ə z o i ə r t ⋉
4953	ʃ m uː z ə n	g ə ʃ m uː s t	schmusen	geschmust	⋊ ʃ m uː z ə n ⋉	⋊ g ə ʃ m uː s t ⋉
4958	au̯ f z ai̯ n	au̯ f g ə v eː z ə n	aufsein	aufgewesen	⋊ a u f z a i n ⋉	⋊ a u f g ə v eː z ə n ⋉
5137	au̯ s ai̯ n a n d ə r g eː ə n	au̯ s ai̯ n a n d ə r g ə g a ŋ ə n	auseinandergehen	auseinandergegangen	⋊ a u s a i n a n d ə r g eː ə n ⋉	⋊ a u s a i n a n d ə r g ə g a ŋ ə n ⋉
5143	ʊ n t ə r v a n d ə r n	ʊ n t ə r v a n d ə r t	unterwandern	unterwandert	⋊ ʊ n t ə r v a n d ə r n ⋉	⋊ ʊ n t ə r v a n d ə r t ⋉
5161	ʃ n ɛː b ə l n	g ə ʃ n ɛː b ə l t	schnäbeln	geschnäbelt	⋊ ʃ n ɛː b ə l n ⋉	⋊ g ə ʃ n ɛː b ə l t ⋉
5217	ts uː z a m ə n k eː r ə n	ts uː z a m ə n g ə k eː r t	zusammenkehren	zusammengekehrt	⋊ ts uː z a m ə n k eː r ə n ⋉	⋊ ts uː z a m ə n g ə k eː r t ⋉
5221	l ɔ t ə r n	g ə l ɔ t ə r t	lottern	gelottert	⋊ l ɔ t ə r n ⋉	⋊ g ə l ɔ t ə r t ⋉
5231	b ə r ai̯ t ə n	b ə r ai̯ t ə t	bereiten	bereitet	⋊ b ə r a i t ə n ⋉	⋊ b ə r a i t ə t ⋉
5273	m ɪ t v ɪ r k ə n	m ɪ t g ə v ɪ r k t	mitwirken	mitgewirkt	⋊ m ɪ t v ɪ r k ə n ⋉	⋊ m ɪ t g ə v ɪ r k t ⋉
5293	a p ʃ l ai̯ f ə n	a p g ə ʃ l ɪ f ə n	abschleifen	abgeschliffen	⋊ a p ʃ l a i f ə n ⋉	⋊ a p g ə ʃ l ɪ f ə n ⋉
5300	au̯ s m ɔ n t iː r ə n	au̯ s m ɔ n t iː r t	ausmontieren	ausmontiert	⋊ a u s m ɔ n t iː r ə n ⋉	⋊ a u s m ɔ n t iː r t ⋉
5374	a n d uː d ə l n	a n g ə d uː d ə l t	andudeln	angedudelt	⋊ a n d uː d ə l n ⋉	⋊ a n g ə d uː d ə l t ⋉
5406	k l a p ə r n	g ə k l a p ə r t	klappern	geklappert	⋊ k l a p ə r n ⋉	⋊ g ə k l a p ə r t ⋉
5413	ɔ p z ɛ r v iː r ə n	ɔ p z ɛ r v iː r t	observieren	observiert	⋊ ɔ p z ɛ r v iː r ə n ⋉	⋊ ɔ p z ɛ r v iː r t ⋉
5418	b ɛ s ə r n	g ə b ɛ s ə r t	bessern	gebessert	⋊ b ɛ s ə r n ⋉	⋊ g ə b ɛ s ə r t ⋉
5443	ɛ n t v ɪ t m ə n	ɛ n t v ɪ t m ə t	entwidmen	entwidmet	⋊ ɛ n t v ɪ t m ə n ⋉	⋊ ɛ n t v ɪ t m ə t ⋉
5467	a p ʃ t oː s ə n	a p g ə ʃ t oː s ə n	abstossen	abgestossen	⋊ a p ʃ t oː s ə n ⋉	⋊ a p g ə ʃ t oː s ə n ⋉
5525	au̯ f k ɔ x ə n	au̯ f g ə k ɔ x t	aufkochen	aufgekocht	⋊ a u f k ɔ x ə n ⋉	⋊ a u f g ə k ɔ x t ⋉
5626	ai̯ n l eː z ə n	ai̯ n g ə l eː z ə n	einlesen	eingelesen	⋊ a i n l eː z ə n ⋉	⋊ a i n g ə l eː z ə n ⋉
5631	b ə r uː ɪ g ə n	b ə r uː ɪ ç t	beruhigen	beruhigt	⋊ b ə r uː ɪ g ə n ⋉	⋊ b ə r uː ɪ ç t ⋉
5635	r eː k ʊ l t iː v iː r ə n	r eː k ʊ l t iː v iː r t	rekultivieren	rekultiviert	⋊ r eː k ʊ l t iː v iː r ə n ⋉	⋊ r eː k ʊ l t iː v iː r t ⋉
5726	h oː x t r ai̯ b ə n	h oː x g ə t r iː b ə n	hochtreiben	hochgetrieben	⋊ h oː x t r a i b ə n ⋉	⋊ h oː x g ə t r iː b ə n ⋉
5736	ts eː t ə r n	g ə ts eː t ə r t	zetern	gezetert	⋊ ts eː t ə r n ⋉	⋊ g ə ts eː t ə r t ⋉
5747	ʃ a r v ɛ n ts ə l n	ʃ a r v ɛ n ts ə l t	scharwenzeln	scharwenzelt	⋊ ʃ a r v ɛ n ts ə l n ⋉	⋊ ʃ a r v ɛ n ts ə l t ⋉
5753	h oi̯ t ə n	g ə h oi̯ t ə t	häuten	gehäutet	⋊ h o i t ə n ⋉	⋊ g ə h o i t ə t ⋉
5812	f ɛ r ts v ai̯ g ə n	f ɛ r ts v ai̯ k t	verzweigen	verzweigt	⋊ f ɛ r ts v a i g ə n ⋉	⋊ f ɛ r ts v a i k t ⋉
5832	t a r ɔ k iː r ə n	t a r ɔ k iː r t	tarockieren	tarockiert	⋊ t a r ɔ k iː r ə n ⋉	⋊ t a r ɔ k iː r t ⋉
5846	ts uː z a m ə n z uː x ə n	ts uː z a m ə n g ə z uː x t	zusammensuchen	zusammengesucht	⋊ ts uː z a m ə n z uː x ə n ⋉	⋊ ts uː z a m ə n g ə z uː x t ⋉
5858	yː b ə r f ɛ r b ə n	yː b ə r f ɛ r p t	überfärben	überfärbt	⋊ yː b ə r f ɛ r b ə n ⋉	⋊ yː b ə r f ɛ r p t ⋉
5873	ai̯ n ʃ l aː g ə n	ai̯ n g ə ʃ l aː g ə n	einschlagen	eingeschlagen	⋊ a i n ʃ l aː g ə n ⋉	⋊ a i n g ə ʃ l aː g ə n ⋉
5909	ʊ m g l ɛ n ts ə n	ʊ m g l ɛ n ts t	umglänzen	umglänzt	⋊ ʊ m g l ɛ n ts ə n ⋉	⋊ ʊ m g l ɛ n ts t ⋉
5927	b ə f ʏ r ç t ə n	b ə f ʏ r ç t ə t	befürchten	befürchtet	⋊ b ə f ʏ r ç t ə n ⋉	⋊ b ə f ʏ r ç t ə t ⋉
5946	b ə ʃ ɛː d ɪ g ə n	b ə ʃ ɛː d ɪ ç t	beschädigen	beschädigt	⋊ b ə ʃ ɛː d ɪ g ə n ⋉	⋊ b ə ʃ ɛː d ɪ ç t ⋉
5948	m ɛː ə n	g ə m ɛː t	maehen	gemaeht	⋊ m ɛː ə n ⋉	⋊ g ə m ɛː t ⋉
6049	t a ʃ ə n ʃ p iː l ə r n	g ə t a ʃ ə n ʃ p iː l ə r t	taschenspielern	getaschenspielert	⋊ t a ʃ ə n ʃ p iː l ə r n ⋉	⋊ g ə t a ʃ ə n ʃ p iː l ə r t ⋉
6052	t a p ə n	g ə t a p t	tappen	getappt	⋊ t a p ə n ⋉	⋊ g ə t a p t ⋉
6075	ʊ m f l ɛ x t ə n	ʊ m f l ɔ x t ə n	umflechten	umflochten	⋊ ʊ m f l ɛ x t ə n ⋉	⋊ ʊ m f l ɔ x t ə n ⋉
6173	p r ɛ z ɛ r v iː r ə n	p r ɛ z ɛ r v iː r t	präservieren	präserviert	⋊ p r ɛ z ɛ r v iː r ə n ⋉	⋊ p r ɛ z ɛ r v iː r t ⋉
6269	a p m yː ə n	a p g ə m yː t	abmühen	abgemüht	⋊ a p m yː ə n ⋉	⋊ a p g ə m yː t ⋉
6318	t ɛ x n iː f iː ts iː r ə n	t ɛ x n iː f iː ts iː r t	technifizieren	technifiziert	⋊ t ɛ x n iː f iː ts iː r ə n ⋉	⋊ t ɛ x n iː f iː ts iː r t ⋉
6326	a p ʃ ɛ ts ə n	a p g ə ʃ ɛ ts t	abschätzen	abgeschätzt	⋊ a p ʃ ɛ ts ə n ⋉	⋊ a p g ə ʃ ɛ ts t ⋉
6336	t au̯ x ə n	g ə t au̯ x t	tauchen	getaucht	⋊ t a u x ə n ⋉	⋊ g ə t a u x t ⋉
6381	z ʊ m iː r ə n	z ʊ m iː r t	summieren	summiert	⋊ z ʊ m iː r ə n ⋉	⋊ z ʊ m iː r t ⋉
6450	k l a m ə r n	g ə k l a m ə r t	klammern	geklammert	⋊ k l a m ə r n ⋉	⋊ g ə k l a m ə r t ⋉
6497	t øː n ə n	g ə t øː n t	tönen	getönt	⋊ t øː n ə n ⋉	⋊ g ə t øː n t ⋉
6522	au̯ f ʃ v a ts ə n	au̯ f g ə ʃ v a ts t	aufschwatzen	aufgeschwatzt	⋊ a u f ʃ v a ts ə n ⋉	⋊ a u f g ə ʃ v a ts t ⋉
6527	ts ɛ r t r eː t ə n	ts ɛ r t r eː t ə n	zertreten	zertreten	⋊ ts ɛ r t r eː t ə n ⋉	⋊ ts ɛ r t r eː t ə n ⋉
6564	au̯ f ʃ v ɛ ts ə n	au̯ f g ə ʃ v ɛ ts t	aufschwätzen	aufgeschwätzt	⋊ a u f ʃ v ɛ ts ə n ⋉	⋊ a u f g ə ʃ v ɛ ts t ⋉
6571	b ə f yː r z ɔ r g ə n	b ə f yː r z ɔ r k t	befürsorgen	befürsorgt	⋊ b ə f yː r z ɔ r g ə n ⋉	⋊ b ə f yː r z ɔ r k t ⋉
6623	ʊ n t ə r l iː g ə n	ʊ n t ə r l eː g ə n	unterliegen	unterlegen	⋊ ʊ n t ə r l iː g ə n ⋉	⋊ ʊ n t ə r l eː g ə n ⋉
6661	ts uː r ʏ k ʃ r ɛ k ə n	ts uː r ʏ k g ə ʃ r ɛ k t	zurückschrecken	zurückgeschreckt	⋊ ts uː r ʏ k ʃ r ɛ k ə n ⋉	⋊ ts uː r ʏ k g ə ʃ r ɛ k t ⋉
6805	ʃ m a ts ə n	g ə ʃ m a ts t	schmatzen	geschmatzt	⋊ ʃ m a ts ə n ⋉	⋊ g ə ʃ m a ts t ⋉
6818	b ə f l uː t ə n	b ə f l uː t ə t	befluten	beflutet	⋊ b ə f l uː t ə n ⋉	⋊ b ə f l uː t ə t ⋉
6829	ɛ k s k l uː d iː r ə n	ɛ k s k l uː d iː r t	exkludieren	exkludiert	⋊ ɛ k s k l uː d iː r ə n ⋉	⋊ ɛ k s k l uː d iː r t ⋉
6949	f oː r l eː g ə n	f oː r g ə l eː k t	vorlegen	vorgelegt	⋊ f oː r l eː g ə n ⋉	⋊ f oː r g ə l eː k t ⋉
6961	h ɪ n t r eː t ə n	h ɪ n g ə t r eː t ə n	hintreten	hingetreten	⋊ h ɪ n t r eː t ə n ⋉	⋊ h ɪ n g ə t r eː t ə n ⋉
6965	au̯ s b r ai̯ t ə n	au̯ s g ə b r ai̯ t ə t	ausbreiten	ausgebreitet	⋊ a u s b r a i t ə n ⋉	⋊ a u s g ə b r a i t ə t ⋉
6966	au̯ s r uː f ə n	au̯ s g ə r uː f ə n	ausrufen	ausgerufen	⋊ a u s r uː f ə n ⋉	⋊ a u s g ə r uː f ə n ⋉
7035	ʊ m j uː b ə l n	ʊ m j uː b ə l t	umjubeln	umjubelt	⋊ ʊ m j uː b ə l n ⋉	⋊ ʊ m j uː b ə l t ⋉
7047	b ə l ai̯ ə n	b ə l iː ə n	beleihen	beliehen	⋊ b ə l a i ə n ⋉	⋊ b ə l iː ə n ⋉
7057	f ɛ r r ai̯ s ə n	f ɛ r r ɪ s ə n	verreissen	verrissen	⋊ f ɛ r r a i s ə n ⋉	⋊ f ɛ r r ɪ s ə n ⋉
7131	au̯ f b oː r ə n	au̯ f g ə b oː r t	aufbohren	aufgebohrt	⋊ a u f b oː r ə n ⋉	⋊ a u f g ə b oː r t ⋉
7136	b ʊ k s iː r ə n	b ʊ k s iː r t	bugsieren	bugsiert	⋊ b ʊ k s iː r ə n ⋉	⋊ b ʊ k s iː r t ⋉
7149	l ʊ k s iː r ə n	l ʊ k s iː r t	luxieren	luxiert	⋊ l ʊ k s iː r ə n ⋉	⋊ l ʊ k s iː r t ⋉
7155	au̯ s j ɛː t ə n	au̯ s g ə j ɛː t ə t	ausjäten	ausgejätet	⋊ a u s j ɛː t ə n ⋉	⋊ a u s g ə j ɛː t ə t ⋉
7232	h ɔ r s t ə n	g ə h ɔ r s t ə t	horsten	gehorstet	⋊ h ɔ r s t ə n ⋉	⋊ g ə h ɔ r s t ə t ⋉
7262	b ə t oi̯ ə r n	b ə t oi̯ ə r t	beteuern	beteuert	⋊ b ə t o i ə r n ⋉	⋊ b ə t o i ə r t ⋉
7283	b r a s ə n	g ə b r a s t	brassen	gebrasst	⋊ b r a s ə n ⋉	⋊ g ə b r a s t ⋉
7326	ɛː n ə l n	g ə ɛː n ə l t	aehneln	geaehnelt	⋊ ɛː n ə l n ⋉	⋊ g ə ɛː n ə l t ⋉
7331	k l ai̯ n m a x ə n	k l ai̯ n g ə m a x t	kleinmachen	kleingemacht	⋊ k l a i n m a x ə n ⋉	⋊ k l a i n g ə m a x t ⋉
7406	ʃ t ɛ k ə n	g ə ʃ t ɛ k t	stecken	gesteckt	⋊ ʃ t ɛ k ə n ⋉	⋊ g ə ʃ t ɛ k t ⋉
7411	a p f au̯ l ə n	a p g ə f au̯ l t	abfaulen	abgefault	⋊ a p f a u l ə n ⋉	⋊ a p g ə f a u l t ⋉
7431	t yː r a n iː z iː r ə n	t yː r a n iː z iː r t	tyrannisieren	tyrannisiert	⋊ t yː r a n iː z iː r ə n ⋉	⋊ t yː r a n iː z iː r t ⋉
7476	b iː s t ə r n	g ə b iː s t ə r t	biestern	gebiestert	⋊ b iː s t ə r n ⋉	⋊ g ə b iː s t ə r t ⋉
7498	ɪ n z ʊ l t iː r ə n	ɪ n z ʊ l t iː r t	insultieren	insultiert	⋊ ɪ n z ʊ l t iː r ə n ⋉	⋊ ɪ n z ʊ l t iː r t ⋉
7526	ʊ m l aː g ə r n	ʊ m l aː g ə r t	umlagern	umlagert	⋊ ʊ m l aː g ə r n ⋉	⋊ ʊ m l aː g ə r t ⋉
7527	j ʊ k s ə n	g ə j ʊ k s t	juxen	gejuxt	⋊ j ʊ k s ə n ⋉	⋊ g ə j ʊ k s t ⋉
7588	b ə k ɔ m ə n	b ə k ɔ m ə n	bekommen	bekommen	⋊ b ə k ɔ m ə n ⋉	⋊ b ə k ɔ m ə n ⋉
7618	ʊ m ʃ ɪ f ə n	ʊ m g ə ʃ ɪ f t	umschiffen	umgeschifft	⋊ ʊ m ʃ ɪ f ə n ⋉	⋊ ʊ m g ə ʃ ɪ f t ⋉
7627	au̯ s l au̯ f ə n	au̯ s g ə l au̯ f ə n	auslaufen	ausgelaufen	⋊ a u s l a u f ə n ⋉	⋊ a u s g ə l a u f ə n ⋉
7675	ɛ r v ɛː g ə n	ɛ r v ɛː k t	erwägen	erwägt	⋊ ɛ r v ɛː g ə n ⋉	⋊ ɛ r v ɛː k t ⋉
7716	ʊ m g iː s ə n	ʊ m g ə g ɔ s ə n	umgiessen	umgegossen	⋊ ʊ m g iː s ə n ⋉	⋊ ʊ m g ə g ɔ s ə n ⋉
7736	t eː oː l oː g iː z iː r ə n	t eː oː l oː g iː z iː r t	theologisieren	theologisiert	⋊ t eː oː l oː g iː z iː r ə n ⋉	⋊ t eː oː l oː g iː z iː r t ⋉
7828	ts a pf ə n	g ə ts a pf t	zapfen	gezapft	⋊ ts a pf ə n ⋉	⋊ g ə ts a pf t ⋉
7836	au̯ f f l a t ə r n	au̯ f g ə f l a t ə r t	aufflattern	aufgeflattert	⋊ a u f f l a t ə r n ⋉	⋊ a u f g ə f l a t ə r t ⋉
