lemma_ipa	past_ipa	celex_freq	lemma_orth	past_orth	past_type	past_type2	notes	lemma_unicode	past_unicode
ɪ n s ˈɪ s t	ɪ n s ˈɪ s t ɨ d	1393	insist	insisted	∅ -> ɨ d	regular	NA	ɪnsˈɪst	ɪnsˈɪstɨd
ɪ g z ˈæ m ɪ n	ɪ g z ˈæ m ɪ n d	1387	examine	examined	∅ -> d	regular	NA	ɪgzˈæmɪn	ɪgzˈæmɪnd
g ˈɛ s	g ˈɛ s t	1384	guess	guessed	∅ -> t	regular	NA	gˈɛs	gˈɛst
g ˈæ ð ɚ	g ˈæ ð ɚ d	1369	gather	gathered	∅ -> d	regular	NA	gˈæðɚ	gˈæðɚd
p ɹ ˈa m ɪ s	p ɹ ˈa m ɪ s t	1355	promise	promised	∅ -> t	regular	NA	pɹˈamɪs	pɹˈamɪst
k ɹ ˈɔ s	k ɹ ˈɔ s t	1353	cross	crossed	∅ -> t	regular	NA	kɹˈɔs	kɹˈɔst
ˈɪ n d ə k eɪ t	ˈɪ n d ə k eɪ t ɨ d	1348	indicate	indicated	∅ -> ɨ d	regular	NA	ˈɪndəket	ˈɪndəketɨd
f ˈɪ t	f ˈɪ t	1343	fit	fitted	no_change	irregular	NA	fˈɪt	fˈɪt
ʃ ˈu t	ʃ ˈa t	1336	shoot	shot	u -> a	irregular	NA	ʃˈut	ʃˈat
ə n ˈaʊ n s	ə n ˈaʊ n s t	1334	announce	announced	∅ -> t	regular	NA	ənˈWns	ənˈWnst
ə f ˈɛ k t	ə f ˈɛ k t ɨ d	1323	affect	affected	∅ -> ɨ d	regular	NA	əfˈɛkt	əfˈɛktɨd
l ˈi n	l ˈi n d	1290	lean	leaned	∅ -> d	regular	NA	lˈin	lˈind
ɹ ˈoʊ l	ɹ ˈoʊ l d	1287	roll	rolled	∅ -> d	regular	NA	ɹˈol	ɹˈold
p ˈeɪ n t	p ˈeɪ n t ɨ d	1285	paint	painted	∅ -> ɨ d	regular	NA	pˈent	pˈentɨd
k ˈʊ k	k ˈʊ k t	1284	cook	cooked	∅ -> t	regular	NA	kˈʊk	kˈʊkt
ʃ ˈʌ t	ʃ ˈʌ t	1280	shut	shut	no_change	irregular	NA	ʃˈʌt	ʃˈʌt
l ˈæ s t	l ˈæ s t ɨ d	1266	last	lasted	∅ -> ɨ d	regular	NA	lˈæst	lˈæstɨd
ɪ g n ˈoʊ ɹ	ɪ g n ˈoʊ ɹ d	1264	ignore	ignored	∅ -> d	regular	NA	ɪgnˈoɹ	ɪgnˈoɹd
h ˈæ n d	h ˈæ n d ɨ d	1258	hand	handed	∅ -> ɨ d	regular	NA	hˈænd	hˈændɨd
k ə l ˈɛ k t	k ə l ˈɛ k t ɨ d	1252	collect	collected	∅ -> ɨ d	regular	NA	kəlˈɛkt	kəlˈɛktɨd
aɪ d ˈɛ n t ə f aɪ	aɪ d ˈɛ n t ə f aɪ d	1223	identify	identified	∅ -> d	regular	NA	YdˈɛntəfY	YdˈɛntəfYd
s t ɹ ˈɛ tʃ	s t ɹ ˈɛ tʃ t	1209	stretch	stretched	∅ -> t	regular	NA	stɹˈɛC	stɹˈɛCt
ə b t ˈeɪ n	ə b t ˈeɪ n d	1207	obtain	obtained	∅ -> d	regular	NA	əbtˈen	əbtˈend
h ˈɝ t	h ˈɝ t	1204	hurt	hurt	no_change	irregular	NA	hˈɝt	hˈɝt
dʒ ˈʌ m p	dʒ ˈʌ m p t	1195	jump	jumped	∅ -> t	regular	NA	Jˈʌmp	Jˈʌmpt
h ˈæ n d ə l	h ˈæ n d ə l d	1193	handle	handled	∅ -> d	regular	NA	hˈændəl	hˈændəld
k ə m b ˈaɪ n	k ə m b ˈaɪ n d	1190	combine	combined	∅ -> d	regular	NA	kəmbˈYn	kəmbˈYnd
s ə k s ˈi d	s ə k s ˈi d ɨ d	1187	succeed	succeeded	∅ -> ɨ d	regular	NA	səksˈid	səksˈidɨd
ɹ ɪ p ˈi t	ɹ ɪ p ˈi t ɨ d	1182	repeat	repeated	∅ -> ɨ d	regular	NA	ɹɪpˈit	ɹɪpˈitɨd
w ˈeɪ k	w ˈoʊ k	1181	wake	woke	eɪ -> oʊ	irregular	NA	wˈek	wˈok
b ˈɛ n d	b ˈɛ n t	1179	bend	bent	d -> t	irregular	NA	bˈɛnd	bˈɛnt
d ˈæ n s	d ˈæ n s t	1177	dance	danced	∅ -> t	regular	NA	dˈæns	dˈænst
d ɪ n ˈaɪ	d ɪ n ˈaɪ d	1172	deny	denied	∅ -> d	regular	NA	dɪnˈY	dɪnˈYd
ɪ n v ˈaɪ t	ɪ n v ˈaɪ t ɨ d	1171	invite	invited	∅ -> ɨ d	regular	NA	ɪnvˈYt	ɪnvˈYtɨd
s ə s p ˈɛ k t	s ə s p ˈɛ k t ɨ d	1131	suspect	suspected	∅ -> ɨ d	regular	NA	səspˈɛkt	səspˈɛktɨd
θ ɹ ˈɛ t ə n	θ ɹ ˈɛ t ə n d	1127	threaten	threatened	∅ -> d	regular	NA	θɹˈɛtən	θɹˈɛtənd
m ˈaɪ n d	m ˈaɪ n d ɨ d	1126	mind	minded	∅ -> ɨ d	regular	NA	mˈYnd	mˈYndɨd
k ˈaʊ n t	k ˈaʊ n t ɨ d	1122	count	counted	∅ -> ɨ d	regular	NA	kˈWnt	kˈWntɨd
ˈoʊ ɹ g ə n aɪ z	ˈoʊ ɹ g ə n aɪ z d	1118	organize	organized	∅ -> d	regular	NA	ˈoɹgənYz	ˈoɹgənYzd
ɪ m p l ˈɔɪ	ɪ m p l ˈɔɪ d	1110	employ	employed	∅ -> d	regular	NA	ɪmplˈO	ɪmplˈOd
l ˈa k	l ˈa k t	1104	lock	locked	∅ -> t	regular	NA	lˈak	lˈakt
t ˈeɪ ɹ	t ˈoʊ ɹ	1101	tear	tore	eɪ -> oʊ	irregular	NA	tˈeɹ	tˈoɹ
s l ˈɪ p	s l ˈɪ p t	1100	slip	slipped	∅ -> t	regular	NA	slˈɪp	slˈɪpt
t ˈaɪ	t ˈaɪ d	1100	tie	tied	∅ -> d	regular	NA	tˈY	tˈYd
k ˈa n s ə n t ɹ eɪ t	k ˈa n s ə n t ɹ eɪ t ɨ d	1084	concentrate	concentrated	∅ -> ɨ d	regular	NA	kˈansəntɹet	kˈansəntɹetɨd
k l ˈi n	k l ˈi n d	1083	clean	cleaned	∅ -> d	regular	NA	klˈin	klˈind
ɹ ɪ dʒ ˈɛ k t	ɹ ɪ dʒ ˈɛ k t ɨ d	1074	reject	rejected	∅ -> ɨ d	regular	NA	ɹɪJˈɛkt	ɹɪJˈɛktɨd
n ˈoʊ t	n ˈoʊ t ɨ d	1072	note	noted	∅ -> ɨ d	regular	NA	nˈot	nˈotɨd
t ɹ ˈeɪ n	t ɹ ˈeɪ n d	1059	train	trained	∅ -> d	regular	NA	tɹˈen	tɹˈend
k ˈɪ s	k ˈɪ s t	1056	kiss	kissed	∅ -> t	regular	NA	kˈɪs	kˈɪst
ɪ n ʃ ˈu ɹ	ɪ n ʃ ˈu ɹ d	1051	ensure	ensured	∅ -> d	regular	NA	ɪnʃˈuɹ	ɪnʃˈuɹd
ə d ˈa p t	ə d ˈa p t ɨ d	1048	adopt	adopted	∅ -> ɨ d	regular	NA	ədˈapt	ədˈaptɨd
b ˈa ð ɚ	b ˈa ð ɚ d	1047	bother	bothered	∅ -> d	regular	NA	bˈaðɚ	bˈaðɚd
n ˈeɪ m	n ˈeɪ m d	1039	name	named	∅ -> d	regular	NA	nˈem	nˈemd
ə k w ˈaɪ ɚ	ə k w ˈaɪ ɚ d	1035	acquire	acquired	∅ -> d	regular	NA	əkwˈYɚ	əkwˈYɚd
ɹ ɪ z ˈʌ l t	ɹ ɪ z ˈʌ l t ɨ d	1034	result	resulted	∅ -> ɨ d	regular	NA	ɹɪzˈʌlt	ɹɪzˈʌltɨd
v ˈoʊ t	v ˈoʊ t ɨ d	1031	vote	voted	∅ -> ɨ d	regular	NA	vˈot	vˈotɨd
s t ˈɛ p	s t ˈɛ p t	1030	step	stepped	∅ -> t	regular	NA	stˈɛp	stˈɛpt
ɹ ˈaɪ d	ɹ ˈoʊ d	1019	ride	rode	aɪ -> oʊ	irregular	NA	ɹˈYd	ɹˈod
s ˈæ t ɪ s f aɪ	s ˈæ t ɪ s f aɪ d	1016	satisfy	satisfied	∅ -> d	regular	NA	sˈætɪsfY	sˈætɪsfYd
v ˈeɪ ɹ i	v ˈeɪ ɹ i d	1010	vary	varied	∅ -> d	regular	NA	vˈeɹi	vˈeɹid
s w ˈɪ ŋ	s w ˈʌ ŋ	1001	swing	swung	ɪ -> ʌ	irregular	NA	swˈɪŋ	swˈʌŋ
d ɪ k l ˈeɪ ɹ	d ɪ k l ˈeɪ ɹ d	989	declare	declared	∅ -> d	regular	NA	dɪklˈeɹ	dɪklˈeɹd
k ˈɔ s t	k ˈɔ s t	985	cost	cost	no_change	irregular	NA	kˈɔst	kˈɔst
p ɚ s w ˈeɪ d	p ɚ s w ˈeɪ d ɨ d	980	persuade	persuaded	∅ -> ɨ d	regular	NA	pɚswˈed	pɚswˈedɨd
t ˈɛ s t	t ˈɛ s t ɨ d	974	test	tested	∅ -> ɨ d	regular	NA	tˈɛst	tˈɛstɨd
ˈɝ n	ˈɝ n d	973	earn	earned	∅ -> d	regular	NA	ˈɝn	ˈɝnd
ɪ n ˈeɪ b ə l	ɪ n ˈeɪ b ə l d	963	enable	enabled	∅ -> d	regular	NA	ɪnˈebəl	ɪnˈebəld
l ˈaɪ t	l ˈɪ t	962	light	lit	aɪ -> ɪ	irregular	NA	lˈYt	lˈɪt
n ˈa k	n ˈa k t	961	knock	knocked	∅ -> t	regular	NA	nˈak	nˈakt
k ə m ˈɪ t	k ə m ˈɪ t ɨ d	958	commit	committed	∅ -> ɨ d	regular	NA	kəmˈɪt	kəmˈɪtɨd
ɹ ɪ l ˈæ k s	ɹ ɪ l ˈæ k s t	958	relax	relaxed	∅ -> t	regular	NA	ɹɪlˈæks	ɹɪlˈækst
d aɪ ɹ ˈɛ k t	d aɪ ɹ ˈɛ k t ɨ d	952	direct	directed	∅ -> ɨ d	regular	NA	dYɹˈɛkt	dYɹˈɛktɨd
s t ˈi l	s t ˈoʊ l	941	steal	stole	i -> oʊ	irregular	NA	stˈil	stˈol
ɹ ˈɛ s t	ɹ ˈɛ s t ɨ d	939	rest	rested	∅ -> ɨ d	regular	NA	ɹˈɛst	ɹˈɛstɨd
ɪ k s p ˈi ɹ i ə n s	ɪ k s p ˈi ɹ i ə n s t	938	experience	experienced	∅ -> t	regular	NA	ɪkspˈiɹiəns	ɪkspˈiɹiənst
s ˈa l v	s ˈa l v d	938	solve	solved	∅ -> d	regular	NA	sˈalv	sˈalvd
ə s ˈoʊ s i eɪ t	ə s ˈoʊ s i eɪ t ɨ d	935	associate	associated	∅ -> ɨ d	regular	NA	əsˈosiet	əsˈosietɨd
d ɪ t ˈɝ m ɪ n	d ɪ t ˈɝ m ɪ n d	927	determine	determined	∅ -> d	regular	NA	dɪtˈɝmɪn	dɪtˈɝmɪnd
ɹ ɪ s p ˈa n d	ɹ ɪ s p ˈa n d ɨ d	920	respond	responded	∅ -> ɨ d	regular	NA	ɹɪspˈand	ɹɪspˈandɨd
s w ˈi p	s w ˈɛ p t	915	sweep	swept	i p -> ɛ p t	irregular	NA	swˈip	swˈɛpt
ˈa k j ə p aɪ	ˈa k j ə p aɪ d	911	occupy	occupied	∅ -> d	regular	NA	ˈakjəpY	ˈakjəpYd
ɹ ˈʌ ʃ	ɹ ˈʌ ʃ t	911	rush	rushed	∅ -> t	regular	NA	ɹˈʌʃ	ɹˈʌʃt
m ˈɪ k s	m ˈɪ k s t	910	mix	mixed	∅ -> t	regular	NA	mˈɪks	mˈɪkst
s t ˈeɪ t	s t ˈeɪ t ɨ d	904	state	stated	∅ -> ɨ d	regular	NA	stˈet	stˈetɨd
b ˈeɪ ɹ i	b ˈeɪ ɹ i d	898	bury	buried	∅ -> d	regular	NA	bˈeɹi	bˈeɹid
s ˈɪ ŋ k	s ˈæ ŋ k	892	sink	sank	ɪ -> æ	irregular	NA	sˈɪŋk	sˈæŋk
w ˈoʊ ɹ n	w ˈoʊ ɹ n d	883	warn	warned	∅ -> d	regular	NA	wˈoɹn	wˈoɹnd
k l ˈi ɹ	k l ˈi ɹ d	879	clear	cleared	∅ -> d	regular	NA	klˈiɹ	klˈiɹd
m ˈa ɹ k	m ˈa ɹ k t	879	mark	marked	∅ -> t	regular	NA	mˈaɹk	mˈaɹkt
ə t ˈæ tʃ	ə t ˈæ tʃ t	878	attach	attached	∅ -> t	regular	NA	ətˈæC	ətˈæCt
s ˈaɪ n	s ˈaɪ n d	877	sign	signed	∅ -> d	regular	NA	sˈYn	sˈYnd
p ɹ ˈæ k t ɪ s	p ɹ ˈæ k t ɪ s t	870	practise	practised	∅ -> t	regular	NA	pɹˈæktɪs	pɹˈæktɪst
s k ɹ ˈi m	s k ɹ ˈi m d	868	scream	screamed	∅ -> d	regular	NA	skɹˈim	skɹˈimd
d ɹ ˈæ g	d ɹ ˈæ g d	867	drag	dragged	∅ -> d	regular	NA	dɹˈæg	dɹˈægd
k ə m p l ˈi t	k ə m p l ˈi t ɨ d	865	complete	completed	∅ -> ɨ d	regular	NA	kəmplˈit	kəmplˈitɨd
d ˈeɪ ɹ	d ˈeɪ ɹ d	861	dare	dared	∅ -> d	regular	NA	dˈeɹ	dˈeɹd
f ˈaɪ ɚ	f ˈaɪ ɚ d	860	fire	fired	∅ -> d	regular	NA	fˈYɚ	fˈYɚd
ə k ˈʌ m p ə n i	ə k ˈʌ m p ə n i d	858	accompany	accompanied	∅ -> d	regular	NA	əkˈʌmpəni	əkˈʌmpənid
t ɹ ˈʌ s t	t ɹ ˈʌ s t ɨ d	858	trust	trusted	∅ -> ɨ d	regular	NA	tɹˈʌst	tɹˈʌstɨd
l ˈoʊ ɚ	l ˈoʊ ɚ d	854	lower	lowered	∅ -> d	regular	NA	lˈoɚ	lˈoɚd
d ɹ ˈaɪ	d ɹ ˈaɪ d	853	dry	dried	∅ -> d	regular	NA	dɹˈY	dɹˈYd
g l ˈæ n s	g l ˈæ n s t	853	glance	glanced	∅ -> t	regular	NA	glˈæns	glˈænst
p ə z ˈɛ s	p ə z ˈɛ s t	850	possess	possessed	∅ -> t	regular	NA	pəzˈɛs	pəzˈɛst
s m ˈɛ l	s m ˈɛ l d	850	smell	smelled	∅ -> d	regular	NA	smˈɛl	smˈɛld
s ˈu t	s ˈu t ɨ d	840	suit	suited	∅ -> ɨ d	regular	NA	sˈut	sˈutɨd
h ˈɛ d	h ˈɛ d ɨ d	838	head	headed	∅ -> ɨ d	regular	NA	hˈɛd	hˈɛdɨd
s w ˈɪ m	s w ˈæ m	837	swim	swam	ɪ -> æ	irregular	NA	swˈɪm	swˈæm
b l ˈeɪ m	b l ˈeɪ m d	834	blame	blamed	∅ -> d	regular	NA	blˈem	blˈemd
d ɪ l ˈɪ v ɚ	d ɪ l ˈɪ v ɚ d	834	deliver	delivered	∅ -> d	regular	NA	dɪlˈɪvɚ	dɪlˈɪvɚd
ɪ k s p ˈæ n d	ɪ k s p ˈæ n d ɨ d	832	expand	expanded	∅ -> ɨ d	regular	NA	ɪkspˈænd	ɪkspˈændɨd
d ˈɛ m ə n s t ɹ eɪ t	d ˈɛ m ə n s t ɹ eɪ t ɨ d	821	demonstrate	demonstrated	∅ -> ɨ d	regular	NA	dˈɛmənstɹet	dˈɛmənstɹetɨd
ʃ ˈɪ f t	ʃ ˈɪ f t ɨ d	816	shift	shifted	∅ -> ɨ d	regular	NA	ʃˈɪft	ʃˈɪftɨd
w ˈeɪ v	w ˈeɪ v d	813	wave	waved	∅ -> d	regular	NA	wˈev	wˈevd
tʃ ˈa ɹ dʒ	tʃ ˈa ɹ dʒ d	808	charge	charged	∅ -> d	regular	NA	CˈaɹJ	CˈaɹJd
f ɹ ˈi z	f ɹ ˈoʊ z	799	freeze	froze	i -> oʊ	irregular	NA	fɹˈiz	fɹˈoz
s m ˈoʊ k	s m ˈoʊ k t	796	smoke	smoked	∅ -> t	regular	NA	smˈok	smˈokt
b ɹ ˈi ð	b ɹ ˈi ð d	791	breathe	breathed	∅ -> d	regular	NA	bɹˈið	bɹˈiðd
g ɹ ˈæ n t	g ɹ ˈæ n t ɨ d	785	grant	granted	∅ -> ɨ d	regular	NA	gɹˈænt	gɹˈæntɨd
k ˈoʊ p	k ˈoʊ p t	782	cope	coped	∅ -> t	regular	NA	kˈop	kˈopt
s t ɹ ˈʌ g ə l	s t ɹ ˈʌ g ə l d	782	struggle	struggled	∅ -> d	regular	NA	stɹˈʌgəl	stɹˈʌgəld
s w ˈɪ tʃ	s w ˈɪ tʃ t	780	switch	switched	∅ -> t	regular	NA	swˈɪC	swˈɪCt
d ɪ s t ˈɝ b	d ɪ s t ˈɝ b d	779	disturb	disturbed	∅ -> d	regular	NA	dɪstˈɝb	dɪstˈɝbd
s ə l ˈɛ k t	s ə l ˈɛ k t ɨ d	778	select	selected	∅ -> ɨ d	regular	NA	səlˈɛkt	səlˈɛktɨd
p ɚ m ˈɪ t	p ɚ m ˈɪ t ɨ d	773	permit	permitted	∅ -> ɨ d	regular	NA	pɚmˈɪt	pɚmˈɪtɨd
ə d v ˈaɪ z	ə d v ˈaɪ z d	770	advise	advised	∅ -> d	regular	NA	ədvˈYz	ədvˈYzd
w ˈɪ s p ɚ	w ˈɪ s p ɚ d	769	whisper	whispered	∅ -> d	regular	NA	wˈɪspɚ	wˈɪspɚd
b ˈɔɪ l	b ˈɔɪ l d	768	boil	boiled	∅ -> d	regular	NA	bˈOl	bˈOld
k ə n k l ˈu d	k ə n k l ˈu d ɨ d	763	conclude	concluded	∅ -> ɨ d	regular	NA	kənklˈud	kənklˈudɨd
d ˈa m ɪ n eɪ t	d ˈa m ɪ n eɪ t ɨ d	759	dominate	dominated	∅ -> ɨ d	regular	NA	dˈamɪnet	dˈamɪnetɨd
k ə n t ɹ ˈɪ b j u t	k ə n t ɹ ˈɪ b j u t ɨ d	753	contribute	contributed	∅ -> ɨ d	regular	NA	kəntɹˈɪbjut	kəntɹˈɪbjutɨd
k ˈɪ k	k ˈɪ k t	753	kick	kicked	∅ -> t	regular	NA	kˈɪk	kˈɪkt
l ˈɪ ŋ k	l ˈɪ ŋ k t	743	link	linked	∅ -> t	regular	NA	lˈɪŋk	lˈɪŋkt
ɹ ɪ z ˈɪ s t	ɹ ɪ z ˈɪ s t ɨ d	739	resist	resisted	∅ -> ɨ d	regular	NA	ɹɪzˈɪst	ɹɪzˈɪstɨd
k ˈæ s t	k ˈæ s t	737	cast	cast	no_change	irregular	NA	kˈæst	kˈæst
s t ˈɝ	s t ˈɝ d	735	stir	stirred	∅ -> d	regular	NA	stˈɝ	stˈɝd
m ˈaʊ n t	m ˈaʊ n t ɨ d	730	mount	mounted	∅ -> ɨ d	regular	NA	mˈWnt	mˈWntɨd
ɹ ˈʌ b	ɹ ˈʌ b d	729	rub	rubbed	∅ -> d	regular	NA	ɹˈʌb	ɹˈʌbd
v ˈæ n ɪ ʃ	v ˈæ n ɪ ʃ t	729	vanish	vanished	∅ -> t	regular	NA	vˈænɪʃ	vˈænɪʃt
k w ˈoʊ t	k w ˈoʊ t ɨ d	728	quote	quoted	∅ -> ɨ d	regular	NA	kwˈot	kwˈotɨd
p ɹ ə s ˈi d	p ɹ ə s ˈi d ɨ d	726	proceed	proceeded	∅ -> ɨ d	regular	NA	pɹəsˈid	pɹəsˈidɨd
f ˈɪ k s	f ˈɪ k s t	725	fix	fixed	∅ -> t	regular	NA	fˈɪks	fˈɪkst
k ə n ˈɛ k t	k ə n ˈɛ k t ɨ d	720	connect	connected	∅ -> ɨ d	regular	NA	kənˈɛkt	kənˈɛktɨd
s ˈoʊ ɹ t	s ˈoʊ ɹ t ɨ d	719	sort	sorted	∅ -> ɨ d	regular	NA	sˈoɹt	sˈoɹtɨd
dʒ ˈʌ dʒ	dʒ ˈʌ dʒ d	718	judge	judged	∅ -> d	regular	NA	JˈʌJ	JˈʌJd
d ˈɪ g	d ˈʌ g	716	dig	dug	ɪ -> ʌ	irregular	NA	dˈɪg	dˈʌg
h ˈɝ i	h ˈɝ i d	716	hurry	hurried	∅ -> d	regular	NA	hˈɝi	hˈɝid
ɹ ɪ t ˈeɪ n	ɹ ɪ t ˈeɪ n d	706	retain	retained	∅ -> d	regular	NA	ɹɪtˈen	ɹɪtˈend
s ˈɛ n s	s ˈɛ n s t	706	sense	sensed	∅ -> t	regular	NA	sˈɛns	sˈɛnst
ˈɔ l t ɚ	ˈɔ l t ɚ d	705	alter	altered	∅ -> d	regular	NA	ˈɔltɚ	ˈɔltɚd
ˈɪ n f l u ə n s	ˈɪ n f l u ə n s t	702	influence	influenced	∅ -> t	regular	NA	ˈɪnfluəns	ˈɪnfluənst
l ˈɔ n tʃ	l ˈɔ n tʃ t	702	launch	launched	∅ -> t	regular	NA	lˈɔnC	lˈɔnCt
t w ˈɪ s t	t w ˈɪ s t ɨ d	696	twist	twisted	∅ -> ɨ d	regular	NA	twˈɪst	twˈɪstɨd
ˈɝ dʒ	ˈɝ dʒ d	696	urge	urged	∅ -> d	regular	NA	ˈɝJ	ˈɝJd
ə ʃ ˈu ɹ	ə ʃ ˈu ɹ d	691	assure	assured	∅ -> d	regular	NA	əʃˈuɹ	əʃˈuɹd
p ˈæ k	p ˈæ k t	688	pack	packed	∅ -> t	regular	NA	pˈæk	pˈækt
f ˈoʊ l d	f ˈoʊ l d ɨ d	685	fold	folded	∅ -> ɨ d	regular	NA	fˈold	fˈoldɨd
b ˈɝ s t	b ˈɝ s t	682	burst	burst	no_change	irregular	NA	bˈɝst	bˈɝst
k ə n d ˈʌ k t	k ə n d ˈʌ k t ɨ d	681	conduct	conducted	∅ -> ɨ d	regular	NA	kəndˈʌkt	kəndˈʌktɨd
ə b z ˈoʊ ɹ b	ə b z ˈoʊ ɹ b d	679	absorb	absorbed	∅ -> d	regular	NA	əbzˈoɹb	əbzˈoɹbd
w ˈeɪ s t	w ˈeɪ s t ɨ d	675	waste	wasted	∅ -> ɨ d	regular	NA	wˈest	wˈestɨd
d ɹ ˈi m	d ɹ ˈɛ m t	672	dream	dreamt	i m -> ɛ m t	irregular	NA	dɹˈim	dɹˈɛmt
w ˈaɪ p	w ˈaɪ p t	668	wipe	wiped	∅ -> t	regular	NA	wˈYp	wˈYpt
ɹ ɪ l ˈeɪ t	ɹ ɪ l ˈeɪ t ɨ d	666	relate	related	∅ -> ɨ d	regular	NA	ɹɪlˈet	ɹɪlˈetɨd
ˈɛ m f ə s aɪ z	ˈɛ m f ə s aɪ z d	664	emphasize	emphasized	∅ -> d	regular	NA	ˈɛmfəsYz	ˈɛmfəsYzd
w ˈa n d ɚ	w ˈa n d ɚ d	661	wander	wandered	∅ -> d	regular	NA	wˈandɚ	wˈandɚd
s ˈi s	s ˈi s t	659	cease	ceased	∅ -> t	regular	NA	sˈis	sˈist
ɹ ˈu l	ɹ ˈu l d	658	rule	ruled	∅ -> d	regular	NA	ɹˈul	ɹˈuld
l ˈæ k	l ˈæ k t	653	lack	lacked	∅ -> t	regular	NA	lˈæk	lˈækt
f ˈeɪ d	f ˈeɪ d ɨ d	643	fade	faded	∅ -> ɨ d	regular	NA	fˈed	fˈedɨd
f ˈoʊ n	f ˈoʊ n d	643	phone	phoned	∅ -> d	regular	NA	fˈon	fˈond
s ˈʌ k	s ˈʌ k t	643	suck	sucked	∅ -> t	regular	NA	sˈʌk	sˈʌkt
m ˈɛ ʒ ɚ	m ˈɛ ʒ ɚ d	641	measure	measured	∅ -> d	regular	NA	mˈɛʒɚ	mˈɛʒɚd
k ə n v ˈɝ t	k ə n v ˈɝ t ɨ d	637	convert	converted	∅ -> ɨ d	regular	NA	kənvˈɝt	kənvˈɝtɨd
l ˈɪ m ɪ t	l ˈɪ m ɪ t ɨ d	635	limit	limited	∅ -> ɨ d	regular	NA	lˈɪmɪt	lˈɪmɪtɨd
p ɹ ˈɪ n t	p ɹ ˈɪ n t ɨ d	635	print	printed	∅ -> ɨ d	regular	NA	pɹˈɪnt	pɹˈɪntɨd
ˈeɪ m	ˈeɪ m d	631	aim	aimed	∅ -> d	regular	NA	ˈem	ˈemd
ɹ ˈæ p	ɹ ˈæ p t	627	wrap	wrapped	∅ -> t	regular	NA	ɹˈæp	ɹˈæpt
s l ˈaɪ d	s l ˈɪ d	626	slide	slid	aɪ -> ɪ	irregular	NA	slˈYd	slˈɪd
ə p ɹ ˈi ʃ i eɪ t	ə p ɹ ˈi ʃ i eɪ t ɨ d	624	appreciate	appreciated	∅ -> ɨ d	regular	NA	əpɹˈiʃiet	əpɹˈiʃietɨd
ɪ l ˈɛ k t	ɪ l ˈɛ k t ɨ d	618	elect	elected	∅ -> ɨ d	regular	NA	ɪlˈɛkt	ɪlˈɛktɨd
f l ˈoʊ	f l ˈoʊ d	616	flow	flowed	∅ -> d	regular	NA	flˈo	flˈod
k w ˈɛ s tʃ ə n	k w ˈɛ s tʃ ə n d	616	question	questioned	∅ -> d	regular	NA	kwˈɛsCən	kwˈɛsCənd
ɪ g z ˈɔ s t	ɪ g z ˈɔ s t ɨ d	614	exhaust	exhausted	∅ -> ɨ d	regular	NA	ɪgzˈɔst	ɪgzˈɔstɨd
ʃ ˈaɪ n	ʃ ˈoʊ n	614	shine	shone	aɪ -> oʊ	irregular	NA	ʃˈYn	ʃˈon
s l ˈoʊ	s l ˈoʊ d	613	slow	slowed	∅ -> d	regular	NA	slˈo	slˈod
d ˈaʊ t	d ˈaʊ t ɨ d	612	doubt	doubted	∅ -> ɨ d	regular	NA	dˈWt	dˈWtɨd
s p ɹ ˈɪ ŋ	s p ɹ ˈæ ŋ	603	spring	sprang	ɪ -> æ	irregular	NA	spɹˈɪŋ	spɹˈæŋ
g ɹ ˈæ b	g ɹ ˈæ b d	600	grab	grabbed	∅ -> d	regular	NA	gɹˈæb	gɹˈæbd
s p l ˈɪ t	s p l ˈɪ t	599	split	split	no_change	irregular	NA	splˈɪt	splˈɪt
p ɹ ə m ˈoʊ t	p ɹ ə m ˈoʊ t ɨ d	586	promote	promoted	∅ -> ɨ d	regular	NA	pɹəmˈot	pɹəmˈotɨd
f l ˈoʊ t	f l ˈoʊ t ɨ d	585	float	floated	∅ -> ɨ d	regular	NA	flˈot	flˈotɨd
d ɪ k l ˈaɪ n	d ɪ k l ˈaɪ n d	584	decline	declined	∅ -> d	regular	NA	dɪklˈYn	dɪklˈYnd
p ˈa ɹ t	p ˈa ɹ t ɨ d	579	part	parted	∅ -> ɨ d	regular	NA	pˈaɹt	pˈaɹtɨd
s ˈi z	s ˈi z d	579	seize	seized	∅ -> d	regular	NA	sˈiz	sˈizd
s w ˈeɪ ɹ	s w ˈoʊ ɹ	576	swear	swore	eɪ -> oʊ	irregular	NA	swˈeɹ	swˈoɹ
k ə n s ˈi l	k ə n s ˈi l d	575	conceal	concealed	∅ -> d	regular	NA	kənsˈil	kənsˈild
d ɹ ˈɪ f t	d ɹ ˈɪ f t ɨ d	573	drift	drifted	∅ -> ɨ d	regular	NA	dɹˈɪft	dɹˈɪftɨd
d ɪ p ˈɛ n d	d ɪ p ˈɛ n d ɨ d	572	depend	depended	∅ -> ɨ d	regular	NA	dɪpˈɛnd	dɪpˈɛndɨd
b ˈoʊ ɹ	b ˈoʊ ɹ d	568	bore	bored	∅ -> d	regular	NA	bˈoɹ	bˈoɹd
d ɪ s t ˈɪ ŋ g w ɪ ʃ	d ɪ s t ˈɪ ŋ g w ɪ ʃ t	568	distinguish	distinguished	∅ -> t	regular	NA	dɪstˈɪŋgwɪʃ	dɪstˈɪŋgwɪʃt
