# Google doc
lemma_ipa	past_ipa	celex_freq	lemma_orth	past_orth	past_type	past_type2	notes	lemma_orig	past_orig
b ˈɚ n	b ˈɚ n t	1577	burn	burnt	∅ -> t	irregular	***double	bČŐn	bČŐnt
g ˈeɪ n	g ˈeɪ n d	1567	gain	gained	∅ -> d	regular	NA	gČen	gČend
p ɹ ˈɛ s	p ɹ ˈɛ s t	1567	press	pressed	∅ -> t	regular	NA	prČEs	prČEst
d ɪ z ˈaɪ n	d ɪ z ˈaɪ n d	1561	design	designed	∅ -> d	regular	NA	dIzČYn	dIzČYnd
k ə n t ɹ ˈoʊ l	k ə n t ɹ ˈoʊ l d	1549	control	controlled	∅ -> d	regular	NA	kŤntrČol	kŤntrČold
p ˈʌ b l ɪ ʃ	p ˈʌ b l ɪ ʃ t	1545	publish	published	∅ -> t	regular	NA	pČĂblIS	pČĂblISt
b ˈi t	b ˈi t	1544	beat	beat	no_change	irregular	NA	bČit	bČit
ˈoʊ ɹ d ɚ	ˈoʊ ɹ d ɚ d	1541	order	ordered	∅ -> d	regular	NA	ČordŐ	ČordŐd
p ɹ ə t ˈɛ k t	p ɹ ə t ˈɛ k t ə d	1534	protect	protected	∅ -> ɪ d	regular	NA	prŤtČEkt	prŤtČEktŤd
m ˈɪ s	m ˈɪ s t	1527	miss	missed	∅ -> t	regular	NA	mČIs	mČIst
ɹ ɪ p l ˈaɪ	ɹ ɪ p l ˈaɪ d	1517	reply	replied	∅ -> d	regular	NA	rIplČY	rIplČYd
k ə m p ˈeɪ ɹ	k ə m p ˈeɪ ɹ d	1511	compare	compared	∅ -> d	regular	NA	kŤmpČer	kŤmpČerd
b l ˈoʊ	b l ˈu	1507	blow	blew	o -> u	irregular	NA	blČo	blČu
ʃ ˈaʊ t	ʃ ˈaʊ t ə d	1504	shout	shouted	∅ -> ɪ d	regular	NA	SČWt	SČWtŤd
tʃ ˈɛ k	tʃ ˈɛ k t	1488	check	checked	∅ -> t	regular	NA	CČEk	CČEkt
b ə l ˈɔ ŋ	b ə l ˈɔ ŋ d	1483	belong	belonged	∅ -> d	regular	NA	bŤlČN	bŤlČNd
ˈa p ə ɹ eɪ t	ˈa p ə ɹ eɪ t ə d	1476	operate	operated	∅ -> ɪ d	regular	NA	ČapŤret	ČapŤretŤd
p ɹ ɪ f ˈɚ	p ɹ ɪ f ˈɚ d	1472	prefer	preferred	∅ -> d	regular	NA	prIfČŐ	prIfČŐd
d ɹ ˈɛ s	d ɹ ˈɛ s t	1467	dress	dressed	∅ -> t	regular	NA	drČEs	drČEst
d ɪ m ˈæ n d	d ɪ m ˈæ n d ə d	1433	demand	demanded	∅ -> ɪ d	regular	NA	dImČQnd	dImČQndŤd
ɪ m ˈɚ dʒ	ɪ m ˈɚ dʒ d	1433	emerge	emerged	∅ -> d	regular	NA	ImČŐJ	ImČŐJd
s ˈɛ t ə l	s ˈɛ t ə l d	1428	settle	settled	∅ -> d	regular	NA	sČEtŤl	sČEtŤld
ə p ɹ ˈoʊ tʃ	ə p ɹ ˈoʊ tʃ t	1427	approach	approached	∅ -> t	regular	NA	ŤprČoC	ŤprČoCt
ɪ n t ˈɛ n d	ɪ n t ˈɛ n d ə d	1425	intend	intended	∅ -> ɪ d	regular	NA	IntČEnd	IntČEndŤd
p ɹ ɪ p ˈeɪ ɹ	p ɹ ɪ p ˈeɪ ɹ d	1423	prepare	prepared	∅ -> d	regular	NA	prIpČer	prIpČerd
n ˈa d	n ˈa d ə d	1413	nod	nodded	∅ -> ɪ d	regular	NA	nČad	nČadŤd
p ˈoʊ ɹ	p ˈoʊ ɹ d	1413	pour	poured	∅ -> d	regular	NA	pČor	pČord
ɹ ɪ v ˈi l	ɹ ɪ v ˈi l d	1412	reveal	revealed	∅ -> d	regular	NA	rIvČil	rIvČild
f ˈi ɹ	f ˈi ɹ d	1410	fear	feared	∅ -> d	regular	NA	fČir	fČird
s ˈɪ ŋ	s ˈæ ŋ	1407	sing	sang	ɪ -> ɑ	irregular	NA	sČIN	sČQN
ə t ˈɛ m p t	ə t ˈɛ m p t ə d	1404	attempt	attempted	∅ -> ɪ d	regular	NA	ŤtČEmpt	ŤtČEmptŤd
p ɚ f ˈoʊ ɹ m	p ɚ f ˈoʊ ɹ m d	1398	perform	performed	∅ -> d	regular	NA	pŐfČorm	pŐfČormd
ɹ ɪ f l ˈɛ k t	ɹ ɪ f l ˈɛ k t ə d	1396	reflect	reflected	∅ -> ɪ d	regular	NA	rIflČEkt	rIflČEktŤd
ɪ n s ˈɪ s t	ɪ n s ˈɪ s t ə d	1393	insist	insisted	∅ -> ɪ d	regular	NA	InsČIst	InsČIstŤd
ɪ g z ˈæ m ɪ n	ɪ g z ˈæ m ɪ n d	1387	examine	examined	∅ -> d	regular	NA	IgzČQmIn	IgzČQmInd
g ˈɛ s	g ˈɛ s t	1384	guess	guessed	∅ -> t	regular	NA	gČEs	gČEst
g ˈæ ð ɚ	g ˈæ ð ɚ d	1369	gather	gathered	∅ -> d	regular	NA	gČQDŐ	gČQDŐd
p ɹ ˈa m ɪ s	p ɹ ˈa m ɪ s t	1355	promise	promised	∅ -> t	regular	NA	prČamIs	prČamIst
k ɹ ˈɔ s	k ɹ ˈɔ s t	1353	cross	crossed	∅ -> t	regular	NA	krČs	krČst
ɹ ɪ p l ˈeɪ s	ɹ ɪ p l ˈeɪ s t	1349	replace	replaced	∅ -> t	regular	NA	rIplČes	rIplČest
ˈɪ n d ə k eɪ t	ˈɪ n d ə k eɪ t ə d	1348	indicate	indicated	∅ -> ɪ d	regular	NA	ČIndŤket	ČIndŤketŤd
f ˈɪ t	f ˈɪ t	1343	fit	fitted	no_change	irregular	NA	fČIt	fČIt
ə t ˈɛ n d	ə t ˈɛ n d ə d	1340	attend	attended	∅ -> ɪ d	regular	NA	ŤtČEnd	ŤtČEndŤd
ʃ ˈu t	ʃ ˈa t	1336	shoot	shot	u -> a	irregular	NA	SČut	SČat
ə n ˈaʊ n s	ə n ˈaʊ n s t	1334	announce	announced	∅ -> t	regular	NA	ŤnČWns	ŤnČWnst
ɪ k s t ˈɛ n d	ɪ k s t ˈɛ n d ə d	1330	extend	extended	∅ -> ɪ d	regular	NA	IkstČEnd	IkstČEndŤd
ə f ˈɛ k t	ə f ˈɛ k t ə d	1323	affect	affected	∅ -> ɪ d	regular	NA	ŤfČEkt	ŤfČEktŤd
l ˈi n	l ˈi n d	1290	lean	leaned	∅ -> d	regular	NA	lČin	lČind
ɹ ˈoʊ l	ɹ ˈoʊ l d	1287	roll	rolled	∅ -> d	regular	NA	rČol	rČold
p ˈeɪ n t	p ˈeɪ n t ə d	1285	paint	painted	∅ -> ɪ d	regular	NA	pČent	pČentŤd
k ˈʊ k	k ˈʊ k t	1284	cook	cooked	∅ -> t	regular	NA	kČUk	kČUkt
ʃ ˈʌ t	ʃ ˈʌ t	1280	shut	shut	no_change	irregular	NA	SČĂt	SČĂt
l ˈæ s t	l ˈæ s t ə d	1266	last	lasted	∅ -> ɪ d	regular	NA	lČQst	lČQstŤd
ɪ g n ˈoʊ ɹ	ɪ g n ˈoʊ ɹ d	1264	ignore	ignored	∅ -> d	regular	NA	IgnČor	IgnČord
h ˈæ n d	h ˈæ n d ə d	1258	hand	handed	∅ -> ɪ d	regular	NA	hČQnd	hČQndŤd
ə t ˈæ k	ə t ˈæ k t	1255	attack	attacked	∅ -> t	regular	NA	ŤtČQk	ŤtČQkt
k ə l ˈɛ k t	k ə l ˈɛ k t ə d	1252	collect	collected	∅ -> ɪ d	regular	NA	kŤlČEkt	kŤlČEktŤd
ə b z ˈɚ v	ə b z ˈɚ v d	1235	observe	observed	∅ -> d	regular	NA	ŤbzČŐv	ŤbzČŐvd
d ɪ s ə p ˈi ɹ	d ɪ s ə p ˈi ɹ d	1234	disappear	disappeared	∅ -> d	regular	NA	dIsŤpČir	dIsŤpČird
aɪ d ˈɛ n t ə f aɪ	aɪ d ˈɛ n t ə f aɪ d	1223	identify	identified	∅ -> d	regular	NA	YdČEntŤfY	YdČEntŤfYd
s t ɹ ˈɛ tʃ	s t ɹ ˈɛ tʃ t	1209	stretch	stretched	∅ -> t	regular	NA	strČEC	strČECt
ə b t ˈeɪ n	ə b t ˈeɪ n d	1207	obtain	obtained	∅ -> d	regular	NA	ŤbtČen	ŤbtČend
h ˈɚ t	h ˈɚ t	1204	hurt	hurt	no_change	irregular	NA	hČŐt	hČŐt
dʒ ˈʌ m p	dʒ ˈʌ m p t	1195	jump	jumped	∅ -> t	regular	NA	JČĂmp	JČĂmpt
h ˈæ n d ə l	h ˈæ n d ə l d	1193	handle	handled	∅ -> d	regular	NA	hČQndŤl	hČQndŤld
k ə m b ˈaɪ n	k ə m b ˈaɪ n d	1190	combine	combined	∅ -> d	regular	NA	kŤmbČYn	kŤmbČYnd
s ə k s ˈi d	s ə k s ˈi d ə d	1187	succeed	succeeded	∅ -> ɪ d	regular	NA	sŤksČid	sŤksČidŤd
ɹ ɪ p ˈi t	ɹ ɪ p ˈi t ə d	1182	repeat	repeated	∅ -> ɪ d	regular	NA	rIpČit	rIpČitŤd
w ˈeɪ k	w ˈoʊ k	1181	wake	waked	e -> o	irregular	NA	wČek	wČok
b ˈɛ n d	b ˈɛ n t	1179	bend	bended	d -> t	irregular	NA	bČEnd	bČEnt
d ˈæ n s	d ˈæ n s t	1177	dance	danced	∅ -> t	regular	NA	dČQns	dČQnst
d ɪ n ˈaɪ	d ɪ n ˈaɪ d	1172	deny	denied	∅ -> d	regular	NA	dInČY	dInČYd
ɪ n v ˈaɪ t	ɪ n v ˈaɪ t ə d	1171	invite	invited	∅ -> ɪ d	regular	NA	InvČYt	InvČYtŤd
d ɪ v ˈaɪ d	d ɪ v ˈaɪ d ə d	1146	divide	divided	∅ -> ɪ d	regular	NA	dIvČYd	dIvČYdŤd
p ɹ ə p ˈoʊ z	p ɹ ə p ˈoʊ z d	1132	propose	proposed	∅ -> d	regular	NA	prŤpČoz	prŤpČozd
s ə s p ˈɛ k t	s ə s p ˈɛ k t ə d	1131	suspect	suspected	∅ -> ɪ d	regular	NA	sŤspČEkt	sŤspČEktŤd
θ ɹ ˈɛ t ə n	θ ɹ ˈɛ t ə n d	1127	threaten	threatened	∅ -> d	regular	NA	TrČEtŤn	TrČEtŤnd
m ˈaɪ n d	m ˈaɪ n d ə d	1126	mind	minded	∅ -> ɪ d	regular	NA	mČYnd	mČYndŤd
k ˈaʊ n t	k ˈaʊ n t ə d	1122	count	counted	∅ -> ɪ d	regular	NA	kČWnt	kČWntŤd
ə f ˈoʊ ɹ d	ə f ˈoʊ ɹ d ə d	1119	afford	afforded	∅ -> ɪ d	regular	NA	ŤfČord	ŤfČordŤd
ˈoʊ ɹ g ə n aɪ z	ˈoʊ ɹ g ə n aɪ z d	1118	organize	organized	∅ -> d	regular	NA	ČorgŤnYz	ČorgŤnYzd
ɪ m p l ˈɔɪ	ɪ m p l ˈɔɪ d	1110	employ	employed	∅ -> d	regular	NA	ImplČO	ImplČOd
l ˈa k	l ˈa k t	1104	lock	locked	∅ -> t	regular	NA	lČak	lČakt
t ˈeɪ ɹ	t ˈoʊ ɹ	1101	tear	tore	e -> o	irregular	NA	tČer	tČor
s l ˈɪ p	s l ˈɪ p t	1100	slip	slipped	∅ -> t	regular	NA	slČIp	slČIpt
t ˈaɪ	t ˈaɪ d	1100	tie	tied	∅ -> d	regular	NA	tČY	tČYd
ɹ ɪ m ˈaɪ n d	ɹ ɪ m ˈaɪ n d ə d	1093	remind	reminded	∅ -> ɪ d	regular	NA	rImČYnd	rImČYndŤd
ə ɹ ˈaɪ z	ə ɹ ˈoʊ z	1088	arise	arose	a ɪ -> o	irregular	NA	ŤrČYz	ŤrČoz
k ˈa n s ə n t ɹ eɪ t	k ˈa n s ə n t ɹ eɪ t ə d	1084	concentrate	concentrated	∅ -> ɪ d	regular	NA	kČansŤntret	kČansŤntretŤd
k l ˈi n	k l ˈi n d	1083	clean	cleaned	∅ -> d	regular	NA	klČin	klČind
ə p ˈoʊ z	ə p ˈoʊ z d	1081	oppose	opposed	∅ -> d	regular	NA	ŤpČoz	ŤpČozd
ɪ s k ˈeɪ p	ɪ s k ˈeɪ p t	1079	escape	escaped	∅ -> t	regular	NA	IskČep	IskČept
ɹ ɪ dʒ ˈɛ k t	ɹ ɪ dʒ ˈɛ k t ə d	1074	reject	rejected	∅ -> ɪ d	regular	NA	rIJČEkt	rIJČEktŤd
n ˈoʊ t	n ˈoʊ t ə d	1072	note	noted	∅ -> ɪ d	regular	NA	nČot	nČotŤd
t ɹ ˈeɪ n	t ɹ ˈeɪ n d	1059	train	trained	∅ -> d	regular	NA	trČen	trČend
k ˈɪ s	k ˈɪ s t	1056	kiss	kissed	∅ -> t	regular	NA	kČIs	kČIst
ɪ n ʃ ˈu ɹ	ɪ n ʃ ˈu ɹ d	1051	ensure	ensured	∅ -> d	regular	NA	InSČur	InSČurd
ə d ˈa p t	ə d ˈa p t ə d	1048	adopt	adopted	∅ -> ɪ d	regular	NA	ŤdČapt	ŤdČaptŤd
b ˈa ð ɚ	b ˈa ð ɚ d	1047	bother	bothered	∅ -> d	regular	NA	bČaDŐ	bČaDŐd
n ˈeɪ m	n ˈeɪ m d	1039	name	named	∅ -> d	regular	NA	nČem	nČemd
ɹ ɪ l ˈi s	ɹ ɪ l ˈi s t	1036	release	released	∅ -> t	regular	NA	rIlČis	rIlČist
ə k w ˈaɪ ɚ	ə k w ˈaɪ ɚ d	1035	acquire	acquired	∅ -> d	regular	NA	ŤkwČYŐ	ŤkwČYŐd
ɹ ɪ z ˈʌ l t	ɹ ɪ z ˈʌ l t ə d	1034	result	resulted	∅ -> ɪ d	regular	NA	rIzČĂlt	rIzČĂltŤd
v ˈoʊ t	v ˈoʊ t ə d	1031	vote	voted	∅ -> ɪ d	regular	NA	vČot	vČotŤd
s t ˈɛ p	s t ˈɛ p t	1030	step	stepped	∅ -> t	regular	NA	stČEp	stČEpt
ɹ ˈaɪ d	ɹ ˈoʊ d	1019	ride	rode	a ɪ -> o	irregular	NA	rČYd	rČod
s ˈæ t ɪ s f aɪ	s ˈæ t ɪ s f aɪ d	1016	satisfy	satisfied	∅ -> d	regular	NA	sČQtIsfY	sČQtIsfYd
v ˈeɪ ɹ i	v ˈeɪ ɹ i d	1010	vary	varied	∅ -> d	regular	NA	vČeri	vČerid
s w ˈɪ ŋ	s w ˈʌ ŋ	1001	swing	swung	ɪ -> ʌ	irregular	NA	swČIN	swČĂN
d ɪ f ˈaɪ n	d ɪ f ˈaɪ n d	990	define	defined	∅ -> d	regular	NA	dIfČYn	dIfČYnd
d ɪ k l ˈeɪ ɹ	d ɪ k l ˈeɪ ɹ d	989	declare	declared	∅ -> d	regular	NA	dIklČer	dIklČerd
k ˈɔ s t	k ˈɔ s t	985	cost	costed	no_change	irregular	NA	kČst	kČst
p ɚ s w ˈeɪ d	p ɚ s w ˈeɪ d ə d	980	persuade	persuaded	∅ -> ɪ d	regular	NA	pŐswČed	pŐswČedŤd
ə b ˈæ n d ə n	ə b ˈæ n d ə n d	975	abandon	abandoned	∅ -> d	regular	NA	ŤbČQndŤn	ŤbČQndŤnd
t ˈɛ s t	t ˈɛ s t ə d	974	test	tested	∅ -> ɪ d	regular	NA	tČEst	tČEstŤd
ˈɚ n	ˈɚ n d	973	earn	earned	∅ -> d	regular	NA	ČŐn	ČŐnd
ə t ɹ ˈæ k t	ə t ɹ ˈæ k t ə d	968	attract	attracted	∅ -> ɪ d	regular	NA	ŤtrČQkt	ŤtrČQktŤd
ɪ n ˈeɪ b ə l	ɪ n ˈeɪ b ə l d	963	enable	enabled	∅ -> d	regular	NA	InČebŤl	InČebŤld
l ˈaɪ t	l ˈɪ t	962	light	lighted	a -> ∅	irregular	NA	lČYt	lČIt
n ˈa k	n ˈa k t	961	knock	knocked	∅ -> t	regular	NA	nČak	nČakt
k ə m ˈɪ t	k ə m ˈɪ t ə d	958	commit	committed	∅ -> ɪ d	regular	NA	kŤmČIt	kŤmČItŤd
ɹ ɪ l ˈæ k s	ɹ ɪ l ˈæ k s t	958	relax	relaxed	∅ -> t	regular	NA	rIlČQks	rIlČQkst
d aɪ ɹ ˈɛ k t	d aɪ ɹ ˈɛ k t ə d	952	direct	directed	∅ -> ɪ d	regular	NA	dYrČEkt	dYrČEktŤd
ɹ ɪ k ˈɔ l	ɹ ɪ k ˈɔ l d	946	recall	recalled	∅ -> d	regular	NA	rIkČl	rIkČld
s t ˈi l	s t ˈoʊ l	941	steal	stole	i -> o	irregular	NA	stČil	stČol
ɹ ˈɛ s t	ɹ ˈɛ s t ə d	939	rest	rested	∅ -> ɪ d	regular	NA	rČEst	rČEstŤd
ɪ k s p ˈi ɹ i ə n s	ɪ k s p ˈi ɹ i ə n s t	938	experience	experienced	∅ -> t	regular	NA	IkspČiriŤns	IkspČiriŤnst
s ˈa l v	s ˈa l v d	938	solve	solved	∅ -> d	regular	NA	sČalv	sČalvd
ɹ ɪ k ˈoʊ ɹ d	ɹ ɪ k ˈoʊ ɹ d ə d	936	record	recorded	∅ -> ɪ d	regular	NA	rIkČord	rIkČordŤd
ə s ˈoʊ s i eɪ t	ə s ˈoʊ s i eɪ t ə d	935	associate	associated	∅ -> ɪ d	regular	NA	ŤsČosiet	ŤsČosietŤd
p ɹ ɪ t ˈɛ n d	p ɹ ɪ t ˈɛ n d ə d	934	pretend	pretended	∅ -> ɪ d	regular	NA	prItČEnd	prItČEndŤd
k ə m p l ˈeɪ n	k ə m p l ˈeɪ n d	927	complain	complained	∅ -> d	regular	NA	kŤmplČen	kŤmplČend
d ɪ t ˈɚ m ɪ n	d ɪ t ˈɚ m ɪ n d	927	determine	determined	∅ -> d	regular	NA	dItČŐmIn	dItČŐmInd
ɹ ɪ s p ˈa n d	ɹ ɪ s p ˈa n d ə d	920	respond	responded	∅ -> ɪ d	regular	NA	rIspČand	rIspČandŤd
s ə p l ˈaɪ	s ə p l ˈaɪ d	920	supply	supplied	∅ -> d	regular	NA	sŤplČY	sŤplČYd
s w ˈi p	s w ˈɛ p t	915	sweep	swept	i p -> ɛ p t	irregular	NA	swČip	swČEpt
ˈa k j ə p aɪ	ˈa k j ə p aɪ d	911	occupy	occupied	∅ -> d	regular	NA	ČakjŤpY	ČakjŤpYd
ɹ ˈʌ ʃ	ɹ ˈʌ ʃ t	911	rush	rushed	∅ -> t	regular	NA	rČĂS	rČĂSt
m ˈɪ k s	m ˈɪ k s t	910	mix	mixed	∅ -> t	regular	NA	mČIks	mČIkst
s ˈɛ p ə ɹ eɪ t	s ˈɛ p ə ɹ eɪ t ə d	904	separate	separated	∅ -> ɪ d	regular	NA	sČEpŤret	sČEpŤretŤd
s t ˈeɪ t	s t ˈeɪ t ə d	904	state	stated	∅ -> ɪ d	regular	NA	stČet	stČetŤd
b ˈeɪ ɹ i	b ˈeɪ ɹ i d	898	bury	buried	∅ -> d	regular	NA	bČeri	bČerid
s ˈɪ ŋ k	s ˈæ ŋ k	892	sink	sank	ɪ -> ɑ	irregular	NA	sČINk	sČQNk
w ˈoʊ ɹ n	w ˈoʊ ɹ n d	883	warn	warned	∅ -> d	regular	NA	wČorn	wČornd
k l ˈi ɹ	k l ˈi ɹ d	879	clear	cleared	∅ -> d	regular	NA	klČir	klČird
m ˈa ɹ k	m ˈa ɹ k t	879	mark	marked	∅ -> t	regular	NA	mČark	mČarkt
ə t ˈæ tʃ	ə t ˈæ tʃ t	878	attach	attached	∅ -> t	regular	NA	ŤtČQC	ŤtČQCt
s ˈaɪ n	s ˈaɪ n d	877	sign	signed	∅ -> d	regular	NA	sČYn	sČYnd
ɪ k s p ˈoʊ z	ɪ k s p ˈoʊ z d	875	expose	exposed	∅ -> d	regular	NA	IkspČoz	IkspČozd
s ə ɹ ˈaʊ n d	s ə ɹ ˈaʊ n d ə d	873	surround	surrounded	∅ -> ɪ d	regular	NA	sŤrČWnd	sŤrČWndŤd
p ɹ ˈæ k t ɪ s	p ɹ ˈæ k t ɪ s t	870	practise	practised	∅ -> t	regular	NA	prČQktIs	prČQktIst
s k ɹ ˈi m	s k ɹ ˈi m d	868	scream	screamed	∅ -> d	regular	NA	skrČim	skrČimd
d ɹ ˈæ g	d ɹ ˈæ g d	867	drag	dragged	∅ -> d	regular	NA	drČQg	drČQgd
k ə m p l ˈi t	k ə m p l ˈi t ə d	865	complete	completed	∅ -> ɪ d	regular	NA	kŤmplČit	kŤmplČitŤd
d ˈeɪ ɹ	d ˈeɪ ɹ d	861	dare	dared	∅ -> d	regular	NA	dČer	dČerd
f ˈaɪ ɚ	f ˈaɪ ɚ d	860	fire	fired	∅ -> d	regular	NA	fČYŐ	fČYŐd
ə k ˈʌ m p ə n i	ə k ˈʌ m p ə n i d	858	accompany	accompanied	∅ -> d	regular	NA	ŤkČĂmpŤni	ŤkČĂmpŤnid
t ɹ ˈʌ s t	t ɹ ˈʌ s t ə d	858	trust	trusted	∅ -> ɪ d	regular	NA	trČĂst	trČĂstŤd
l ˈoʊ ɚ	l ˈoʊ ɚ d	854	lower	lowered	∅ -> d	regular	NA	lČoŐ	lČoŐd
d ɹ ˈaɪ	d ɹ ˈaɪ d	853	dry	dried	∅ -> d	regular	NA	drČY	drČYd
g l ˈæ n s	g l ˈæ n s t	853	glance	glanced	∅ -> t	regular	NA	glČQns	glČQnst
p ə z ˈɛ s	p ə z ˈɛ s t	850	possess	possessed	∅ -> t	regular	NA	pŤzČEs	pŤzČEst
s m ˈɛ l	s m ˈɛ l d	850	smell	smelled	∅ -> d	regular	NA	smČEl	smČEld
s m ˈɛ l	s m ˈɛ l t	850	smell	smelt	∅ -> t	irregular	***double	smČEl	smČElt
s ˈu t	s ˈu t ə d	840	suit	suited	∅ -> ɪ d	regular	NA	sČut	sČutŤd
d ɪ f ˈɛ n d	d ɪ f ˈɛ n d ə d	839	defend	defended	∅ -> ɪ d	regular	NA	dIfČEnd	dIfČEndŤd
h ˈɛ d	h ˈɛ d ə d	838	head	headed	∅ -> ɪ d	regular	NA	hČEd	hČEdŤd
s w ˈɪ m	s w ˈæ m	837	swim	swam	ɪ -> ɑ	irregular	NA	swČIm	swČQm
b l ˈeɪ m	b l ˈeɪ m d	834	blame	blamed	∅ -> d	regular	NA	blČem	blČemd
d ɪ l ˈɪ v ɚ	d ɪ l ˈɪ v ɚ d	834	deliver	delivered	∅ -> d	regular	NA	dIlČIvŐ	dIlČIvŐd
ɪ k s p ˈæ n d	ɪ k s p ˈæ n d ə d	832	expand	expanded	∅ -> ɪ d	regular	NA	IkspČQnd	IkspČQndŤd
ɪ m p l ˈaɪ	ɪ m p l ˈaɪ d	826	imply	implied	∅ -> d	regular	NA	ImplČY	ImplČYd
b ɪ h ˈeɪ v	b ɪ h ˈeɪ v d	825	behave	behaved	∅ -> d	regular	NA	bIhČev	bIhČevd
d ˈɛ m ə n s t ɹ eɪ t	d ˈɛ m ə n s t ɹ eɪ t ə d	821	demonstrate	demonstrated	∅ -> ɪ d	regular	NA	dČEmŤnstret	dČEmŤnstretŤd
ʃ ˈɪ f t	ʃ ˈɪ f t ə d	816	shift	shifted	∅ -> ɪ d	regular	NA	SČIft	SČIftŤd
w ˈeɪ v	w ˈeɪ v d	813	wave	waved	∅ -> d	regular	NA	wČev	wČevd
s ˈɚ tʃ	s ˈɚ tʃ t	810	search	searched	∅ -> t	regular	NA	sČŐC	sČŐCt
tʃ ˈa ɹ dʒ	tʃ ˈa ɹ dʒ d	808	charge	charged	∅ -> d	regular	NA	CČarJ	CČarJd
ə p ɹ ˈu v	ə p ɹ ˈu v d	802	approve	approved	∅ -> d	regular	NA	ŤprČuv	ŤprČuvd
f ɹ ˈi z	f ɹ ˈoʊ z	799	freeze	froze	i -> o	irregular	NA	frČiz	frČoz
s m ˈoʊ k	s m ˈoʊ k t	796	smoke	smoked	∅ -> t	regular	NA	smČok	smČokt
k ə n f ˈɚ m	k ə n f ˈɚ m d	795	confirm	confirmed	∅ -> d	regular	NA	kŤnfČŐm	kŤnfČŐmd
ɪ n g ˈeɪ dʒ	ɪ n g ˈeɪ dʒ d	795	engage	engaged	∅ -> d	regular	NA	IngČeJ	IngČeJd
b ɹ ˈi ð	b ɹ ˈi ð d	791	breathe	breathed	∅ -> d	regular	NA	brČiD	brČiDd
ɪ m p ˈoʊ z	ɪ m p ˈoʊ z d	790	impose	imposed	∅ -> d	regular	NA	ImpČoz	ImpČozd
p ɚ s ˈu	p ɚ s ˈu d	786	pursue	pursued	∅ -> d	regular	NA	pŐsČu	pŐsČud
g ɹ ˈæ n t	g ɹ ˈæ n t ə d	785	grant	granted	∅ -> ɪ d	regular	NA	grČQnt	grČQntŤd
ə d m ˈaɪ ɹ	ə d m ˈaɪ ɹ d	783	admire	admired	∅ -> d	regular	NA	ŤdmČYr	ŤdmČYrd
k ˈoʊ p	k ˈoʊ p t	782	cope	coped	∅ -> t	regular	NA	kČop	kČopt
s t ɹ ˈʌ g ə l	s t ɹ ˈʌ g ə l d	782	struggle	struggled	∅ -> d	regular	NA	strČĂgŤl	strČĂgŤld
s w ˈɪ tʃ	s w ˈɪ tʃ t	780	switch	switched	∅ -> t	regular	NA	swČIC	swČICt
d ɪ s t ˈɚ b	d ɪ s t ˈɚ b d	779	disturb	disturbed	∅ -> d	regular	NA	dIstČŐb	dIstČŐbd
s ə l ˈɛ k t	s ə l ˈɛ k t ə d	778	select	selected	∅ -> ɪ d	regular	NA	sŤlČEkt	sŤlČEktŤd
ɹ ɛ k ə m ˈɛ n d	ɹ ɛ k ə m ˈɛ n d ə d	776	recommend	recommended	∅ -> ɪ d	regular	NA	rEkŤmČEnd	rEkŤmČEndŤd
w ɪ θ d ɹ ˈɔ	w ɪ θ d ɹ ˈu	775	withdraw	withdrew	ɔ -> u	irregular	NA	wITdrČ	wITdrČu
p ɚ m ˈɪ t	p ɚ m ˈɪ t ə d	773	permit	permitted	∅ -> ɪ d	regular	NA	pŐmČIt	pŐmČItŤd
ə d v ˈaɪ z	ə d v ˈaɪ z d	770	advise	advised	∅ -> d	regular	NA	ŤdvČYz	ŤdvČYzd
w ˈɪ s p ɚ	w ˈɪ s p ɚ d	769	whisper	whispered	∅ -> d	regular	NA	wČIspŐ	wČIspŐd
b ˈɔɪ l	b ˈɔɪ l d	768	boil	boiled	∅ -> d	regular	NA	bČOl	bČOld
k ə n k l ˈu d	k ə n k l ˈu d ə d	763	conclude	concluded	∅ -> ɪ d	regular	NA	kŤnklČud	kŤnklČudŤd
d ˈa m ɪ n eɪ t	d ˈa m ɪ n eɪ t ə d	759	dominate	dominated	∅ -> ɪ d	regular	NA	dČamInet	dČamInetŤd
k ə n t ɹ ˈɪ b j u t	k ə n t ɹ ˈɪ b j u t ə d	753	contribute	contributed	∅ -> ɪ d	regular	NA	kŤntrČIbjut	kŤntrČIbjutŤd
k ˈɪ k	k ˈɪ k t	753	kick	kicked	∅ -> t	regular	NA	kČIk	kČIkt
l ˈɪ ŋ k	l ˈɪ ŋ k t	743	link	linked	∅ -> t	regular	NA	lČINk	lČINkt
ɹ ɪ k ˈʌ v ɚ	ɹ ɪ k ˈʌ v ɚ d	743	recover	recovered	∅ -> d	regular	NA	rIkČĂvŐ	rIkČĂvŐd
p ˈɔ z	p ˈɔ z d	742	pause	paused	∅ -> d	regular	NA	pČz	pČzd
ɹ ɪ z ˈɪ s t	ɹ ɪ z ˈɪ s t ə d	739	resist	resisted	∅ -> ɪ d	regular	NA	rIzČIst	rIzČIstŤd
k ˈæ s t	k ˈæ s t	737	cast	cast	no_change	irregular	NA	kČQst	kČQst
s t ˈɚ	s t ˈɚ d	735	stir	stirred	∅ -> d	regular	NA	stČŐ	stČŐd
