level_0	index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
1097	1486	r ɛ n ə	r ɛ n d ə	rennen	renden	⋊ r ɛ n ə ⋉	⋊ r ɛ n d ə ⋉
1113	1509	r ɔ k ə	r ɔ k t ə	rocken	rockten	⋊ r ɔ k ə ⋉	⋊ r ɔ k t ə ⋉
1115	1511	ɔ n t p l ɔ f ə	ɔ n t p l ɔ f t ə	ontploffen	ontploften	⋊ ɔ n t p l ɔ f ə ⋉	⋊ ɔ n t p l ɔ f t ə ⋉
1116	1512	r ɔ n t f r aː ɣ ə	r ɔ n t f r uː ɣ ə	rondvragen	rondvroegen	⋊ r ɔ n t f r aː ɣ ə ⋉	⋊ r ɔ n t f r uː ɣ ə ⋉
1119	1516	d oː l ə	d oː l d ə	dolen	doolden	⋊ d oː l ə ⋉	⋊ d oː l d ə ⋉
1120	1518	r ɔ n t s ɛ n d ə	r ɔ n t s ɔ n d ə	rondzenden	rondzonden	⋊ r ɔ n t s ɛ n d ə ⋉	⋊ r ɔ n t s ɔ n d ə ⋉
1148	1552	ʊɪ t k aː v ə l ə	ʊɪ t k aː v ə l d ə	uitkavelen	uitkavelden	⋊ ʊ ɪ t k aː v ə l ə ⋉	⋊ ʊ ɪ t k aː v ə l d ə ⋉
1149	1554	d ɪ p ə	d ɪ p t ə	dippen	dipten	⋊ d ɪ p ə ⋉	⋊ d ɪ p t ə ⋉
1164	1572	ɪ n l aː d ə	ɪ n l aː d ə	inladen	inlaadden	⋊ ɪ n l aː d ə ⋉	⋊ ɪ n l aː d ə ⋉
1166	1574	r eː z ʊ l t eː r ə	r eː z ʊ l t eː r d ə	resulteren	resulteerden	⋊ r eː z ʊ l t eː r ə ⋉	⋊ r eː z ʊ l t eː r d ə ⋉
1168	1577	k l ɑʊ w ə	k l ɑʊ w d ə	klauwen	klauwden	⋊ k l ɑ ʊ w ə ⋉	⋊ k l ɑ ʊ w d ə ⋉
1174	1584	s t ʊɪ k ə	s t ʊɪ k t ə	stuiken	stuikten	⋊ s t ʊ ɪ k ə ⋉	⋊ s t ʊ ɪ k t ə ⋉
1183	1598	v uː r ə	v uː r d ə	voeren	voerden	⋊ v uː r ə ⋉	⋊ v uː r d ə ⋉
1184	1599	ɔ n t x ɛ l d ə	ɔ n t x ɔ l d ə	ontgelden	ontgolden	⋊ ɔ n t x ɛ l d ə ⋉	⋊ ɔ n t x ɔ l d ə ⋉
1195	1610	d oː t r ɑ p ə	d oː t r ɑ p t ə	doodtrappen	doodtrapten	⋊ d oː t r ɑ p ə ⋉	⋊ d oː t r ɑ p t ə ⋉
1212	1633	ɪ n w ɛ r k ə	ɪ n w ɛ r k t ə	inwerken	inwerkten	⋊ ɪ n w ɛ r k ə ⋉	⋊ ɪ n w ɛ r k t ə ⋉
1225	1652	ɔ p s l ɔ r p ə	ɔ p s l ɔ r p t ə	opslorpen	opslorpten	⋊ ɔ p s l ɔ r p ə ⋉	⋊ ɔ p s l ɔ r p t ə ⋉
1226	1653	ɑ v d w ɛɪ l ə	ɑ v d w ɛɪ l d ə	afdweilen	afdweilden	⋊ ɑ v d w ɛ ɪ l ə ⋉	⋊ ɑ v d w ɛ ɪ l d ə ⋉
1228	1655	m uː r ə	m uː r d ə	moeren	moerden	⋊ m uː r ə ⋉	⋊ m uː r d ə ⋉
1230	1657	d oː r k l iː v ə	d oː r k l iː v d ə	doorklieven	doorkliefden	⋊ d oː r k l iː v ə ⋉	⋊ d oː r k l iː v d ə ⋉
1232	1661	ʊɪ t s t ɑ p ə	ʊɪ t s t ɑ p t ə	uitstappen	uitstapten	⋊ ʊ ɪ t s t ɑ p ə ⋉	⋊ ʊ ɪ t s t ɑ p t ə ⋉
1234	1664	d oː r s x ʊɪ v ə	d oː r s x oː v ə	doorschuiven	doorschoven	⋊ d oː r s x ʊ ɪ v ə ⋉	⋊ d oː r s x oː v ə ⋉
1237	1668	h ɛ r oː v ə r w eː ɣ ə	h ɛ r oː v ə r w oː ɣ ə	heroverwegen	heroverwogen	⋊ h ɛ r oː v ə r w eː ɣ ə ⋉	⋊ h ɛ r oː v ə r w oː ɣ ə ⋉
1240	1671	s m oː k ə	s m oː k t ə	smoken	smookten	⋊ s m oː k ə ⋉	⋊ s m oː k t ə ⋉
1250	1691	r iː p ɔ s t eː r ə	r iː p ɔ s t eː r d ə	riposteren	riposteerden	⋊ r iː p ɔ s t eː r ə ⋉	⋊ r iː p ɔ s t eː r d ə ⋉
1259	1701	s l ɪ d ə r ə	s l ɪ d ə r d ə	slidderen	slidderden	⋊ s l ɪ d ə r ə ⋉	⋊ s l ɪ d ə r d ə ⋉
1277	1725	t eː ɣ ə eː t ə	t eː ɣ ə aː t ə	tegeneten	tegenaten	⋊ t eː ɣ ə eː t ə ⋉	⋊ t eː ɣ ə aː t ə ⋉
1279	1728	ɑ f t ɑ k ə	ɑ f t ɑ k t ə	aftakken	aftakten	⋊ ɑ f t ɑ k ə ⋉	⋊ ɑ f t ɑ k t ə ⋉
1281	1731	r ɔ n d l ʊ m ə l ə	r ɔ n d l ʊ m ə l d ə	rondlummelen	rondlummelden	⋊ r ɔ n d l ʊ m ə l ə ⋉	⋊ r ɔ n d l ʊ m ə l d ə ⋉
1287	1737	s ɑ ŋ k ʃ oː n eː r ə	s ɑ ŋ k ʃ oː n eː r d ə	sanctioneren	sanctioneerden	⋊ s ɑ ŋ k ʃ oː n eː r ə ⋉	⋊ s ɑ ŋ k ʃ oː n eː r d ə ⋉
1291	1742	ɑ s ə r t eː r ə	ɑ s ə r t eː r d ə	asserteren	asserteerden	⋊ ɑ s ə r t eː r ə ⋉	⋊ ɑ s ə r t eː r d ə ⋉
1292	1744	x ə h ɛɪ m h ɑʊ d ə	x ə h ɛɪ m h iː l d ə	geheimhouden	geheimhielden	⋊ x ə h ɛ ɪ m h ɑ ʊ d ə ⋉	⋊ x ə h ɛ ɪ m h iː l d ə ⋉
1293	1746	w eː r s t r eː v ə	w eː r s t r eː v d ə	weerstreven	weerstreefden	⋊ w eː r s t r eː v ə ⋉	⋊ w eː r s t r eː v d ə ⋉
1296	1750	s t ʊ n t ə	s t ʊ n t ə	stunten	stuntten	⋊ s t ʊ n t ə ⋉	⋊ s t ʊ n t ə ⋉
1300	1755	b ə p l ɛɪ t ə	b ə p l ɛɪ t ə	bepleiten	bepleitten	⋊ b ə p l ɛ ɪ t ə ⋉	⋊ b ə p l ɛ ɪ t ə ⋉
1313	1772	r ʊɪ l ə b ʊɪ t ə	r ʊɪ l ə b ʊɪ t ə	ruilebuiten	ruilebuitten	⋊ r ʊ ɪ l ə b ʊ ɪ t ə ⋉	⋊ r ʊ ɪ l ə b ʊ ɪ t ə ⋉
1314	1776	ɑ f r ɛɪ d ə	ɑ f r eː d ə	afrijden	afreden	⋊ ɑ f r ɛ ɪ d ə ⋉	⋊ ɑ f r eː d ə ⋉
1315	1778	d eː k l aː r eː r ə	d eː k l aː r eː r d ə	declareren	declareerden	⋊ d eː k l aː r eː r ə ⋉	⋊ d eː k l aː r eː r d ə ⋉
1318	1781	aː ŋ k r ʊɪ s ə	aː ŋ k r ʊɪ s t ə	aankruisen	aankruisten	⋊ aː ŋ k r ʊ ɪ s ə ⋉	⋊ aː ŋ k r ʊ ɪ s t ə ⋉
1323	1792	b uː t ə	b uː t ə	boeten	boetten	⋊ b uː t ə ⋉	⋊ b uː t ə ⋉
1327	1799	h ɪ ŋ k ə l ə	h ɪ ŋ k ə l d ə	hinkelen	hinkelden	⋊ h ɪ ŋ k ə l ə ⋉	⋊ h ɪ ŋ k ə l d ə ⋉
1329	1801	s t ɪ k ə	s t ɪ k t ə	stikken	stikten	⋊ s t ɪ k ə ⋉	⋊ s t ɪ k t ə ⋉
1331	1804	ʊɪ d b ɛ l ə	ʊɪ d b ɛ l d ə	uitbellen	uitbelden	⋊ ʊ ɪ d b ɛ l ə ⋉	⋊ ʊ ɪ d b ɛ l d ə ⋉
1341	1821	j ɑ x t ə	j ɑ x t ə	jachten	jachtten	⋊ j ɑ x t ə ⋉	⋊ j ɑ x t ə ⋉
1359	1841	r eː s ɔ l v eː r ə	r eː s ɔ l v eː r d ə	resolveren	resolveerden	⋊ r eː s ɔ l v eː r ə ⋉	⋊ r eː s ɔ l v eː r d ə ⋉
1361	1843	v uː ɣ ə	v uː ɣ d ə	voegen	voegden	⋊ v uː ɣ ə ⋉	⋊ v uː ɣ d ə ⋉
1374	1858	r eː ɔ r ɣ aː n iː z eː r ə	r eː ɔ r ɣ aː n iː z eː r d ə	reorganiseren	reorganiseerden	⋊ r eː ɔ r ɣ aː n iː z eː r ə ⋉	⋊ r eː ɔ r ɣ aː n iː z eː r d ə ⋉
1377	1863	v ə r f ɪ l m ə	v ə r f ɪ l m d ə	verfilmen	verfilmden	⋊ v ə r f ɪ l m ə ⋉	⋊ v ə r f ɪ l m d ə ⋉
1379	1867	k aː d ɑ n s eː r ə	k aː d ɑ n s eː r d ə	cadanceren	cadanceerden	⋊ k aː d ɑ n s eː r ə ⋉	⋊ k aː d ɑ n s eː r d ə ⋉
1381	1870	s ʊ d ə r ə	s ʊ d ə r d ə	sudderen	sudderden	⋊ s ʊ d ə r ə ⋉	⋊ s ʊ d ə r d ə ⋉
1400	1898	ɑ x t ə r ɔ m l oː p ə	ɑ x t ə r ɔ m l iː p ə	achteromlopen	achteromliepen	⋊ ɑ x t ə r ɔ m l oː p ə ⋉	⋊ ɑ x t ə r ɔ m l iː p ə ⋉
1418	1920	s x aː r ə	s x aː r d ə	scharen	schaarden	⋊ s x aː r ə ⋉	⋊ s x aː r d ə ⋉
1422	1928	b ə l ɪ x t ə	b ə l ɪ x t ə	belichten	belichtten	⋊ b ə l ɪ x t ə ⋉	⋊ b ə l ɪ x t ə ⋉
1430	1939	aː n v l ɑ m ə	aː n v l ɑ m d ə	aanvlammen	aanvlamden	⋊ aː n v l ɑ m ə ⋉	⋊ aː n v l ɑ m d ə ⋉
1432	1941	oː v ə r s x ɑ t ə	oː v ə r s x ɑ t ə	overschatten	overschatten	⋊ oː v ə r s x ɑ t ə ⋉	⋊ oː v ə r s x ɑ t ə ⋉
1437	1946	ɔ p s p ɑ t ə	ɔ p s p ɑ t ə	opspatten	opspatten	⋊ ɔ p s p ɑ t ə ⋉	⋊ ɔ p s p ɑ t ə ⋉
1443	1954	s x ʊ d ə	s x ʊ d ə	schudden	schudden	⋊ s x ʊ d ə ⋉	⋊ s x ʊ d ə ⋉
1444	1955	v ə r ɑ l ɣ ə m eː n ə	v ə r ɑ l ɣ ə m eː n d ə	veralgemenen	veralgemeenden	⋊ v ə r ɑ l ɣ ə m eː n ə ⋉	⋊ v ə r ɑ l ɣ ə m eː n d ə ⋉
1447	1958	d eː k uː p eː r ə	d eː k uː p eː r d ə	decouperen	decoupeerden	⋊ d eː k uː p eː r ə ⋉	⋊ d eː k uː p eː r d ə ⋉
1448	1959	k oː h aː b iː t eː r ə	k oː h aː b iː t eː r d ə	cohabiteren	cohabiteerden	⋊ k oː h aː b iː t eː r ə ⋉	⋊ k oː h aː b iː t eː r d ə ⋉
1451	1962	aː n eː n s x aː k ə l ə	aː n eː n s x aː k ə l d ə	aaneenschakelen	aaneenschakelden	⋊ aː n eː n s x aː k ə l ə ⋉	⋊ aː n eː n s x aː k ə l d ə ⋉
1461	1973	oː p ə s m ɛɪ t ə	oː p ə s m eː t ə	opensmijten	opensmeten	⋊ oː p ə s m ɛ ɪ t ə ⋉	⋊ oː p ə s m eː t ə ⋉
1469	1987	b ə p l aː s t ə r ə	b ə p l aː s t ə r d ə	beplaasteren	beplaasterden	⋊ b ə p l aː s t ə r ə ⋉	⋊ b ə p l aː s t ə r d ə ⋉
1473	1993	ɪ m b uː z ə m ə	ɪ m b uː z ə m d ə	inboezemen	inboezemden	⋊ ɪ m b uː z ə m ə ⋉	⋊ ɪ m b uː z ə m d ə ⋉
1492	2020	ɔ m s m ɑ k ə	ɔ m s m ɑ k t ə	omsmakken	omsmakten	⋊ ɔ m s m ɑ k ə ⋉	⋊ ɔ m s m ɑ k t ə ⋉
1499	2030	w ɔ r s t ə l ə	w ɔ r s t ə l d ə	worstelen	worstelden	⋊ w ɔ r s t ə l ə ⋉	⋊ w ɔ r s t ə l d ə ⋉
1502	2033	b ə r eː k ə n ə	b ə r eː k ə n d ə	berekenen	berekenden	⋊ b ə r eː k ə n ə ⋉	⋊ b ə r eː k ə n d ə ⋉
1526	2067	x aː r ə	x aː r d ə	garen	gaarden	⋊ x aː r ə ⋉	⋊ x aː r d ə ⋉
1527	2068	v ə r s p r eː k ə	v ə r s p r aː k ə	verspreken	verspraken	⋊ v ə r s p r eː k ə ⋉	⋊ v ə r s p r aː k ə ⋉
1531	2073	f ɪ k s eː r ə	f ɪ k s eː r d ə	fixeren	fixeerden	⋊ f ɪ k s eː r ə ⋉	⋊ f ɪ k s eː r d ə ⋉
1538	2083	ɔ n t k oː m ə	ɔ n t k w aː m ə	ontkomen	ontkwamen	⋊ ɔ n t k oː m ə ⋉	⋊ ɔ n t k w aː m ə ⋉
1547	2095	k r aː l ə	k r aː l d ə	kralen	kraalden	⋊ k r aː l ə ⋉	⋊ k r aː l d ə ⋉
1561	2112	ɑ f s ɛ n d ə	ɑ f s ɔ n d ə	afzenden	afzonden	⋊ ɑ f s ɛ n d ə ⋉	⋊ ɑ f s ɔ n d ə ⋉
1568	2119	ɔ m b ɪ n d ə	ɔ m b ɔ n d ə	ombinden	ombonden	⋊ ɔ m b ɪ n d ə ⋉	⋊ ɔ m b ɔ n d ə ⋉
1571	2123	ɔ n t s iː r ə	ɔ n t s iː r d ə	ontsieren	ontsierden	⋊ ɔ n t s iː r ə ⋉	⋊ ɔ n t s iː r d ə ⋉
1581	2137	d oː r n aː ɣ ə l ə	d oː r n aː ɣ ə l d ə	doornagelen	doornagelden	⋊ d oː r n aː ɣ ə l ə ⋉	⋊ d oː r n aː ɣ ə l d ə ⋉
1587	2145	s ɪ s ə	s ɪ s t ə	sissen	sisten	⋊ s ɪ s ə ⋉	⋊ s ɪ s t ə ⋉
1588	2149	ɔ p s l eː p ə	ɔ p s l eː p t ə	opslepen	opsleepten	⋊ ɔ p s l eː p ə ⋉	⋊ ɔ p s l eː p t ə ⋉
1591	2152	r ɪ d ə r ə	r ɪ d ə r d ə	ridderen	ridderden	⋊ r ɪ d ə r ə ⋉	⋊ r ɪ d ə r d ə ⋉
1622	2193	t ə r ʊ ɣ d r aː j ə	t ə r ʊ ɣ d r aː j d ə	terugdraaien	terugdraaiden	⋊ t ə r ʊ ɣ d r aː j ə ⋉	⋊ t ə r ʊ ɣ d r aː j d ə ⋉
1625	2196	p aː r ɑ f iː n eː r ə	p aː r ɑ f iː n eː r d ə	paraffineren	paraffineerden	⋊ p aː r ɑ f iː n eː r ə ⋉	⋊ p aː r ɑ f iː n eː r d ə ⋉
1629	2200	ɔ m v ɛ r ɛɪ d ə	ɔ m v ɛ r eː d ə	omverrijden	omverreden	⋊ ɔ m v ɛ r ɛ ɪ d ə ⋉	⋊ ɔ m v ɛ r eː d ə ⋉
1637	2209	r eː l ə v eː r ə	r eː l ə v eː r d ə	releveren	releveerden	⋊ r eː l ə v eː r ə ⋉	⋊ r eː l ə v eː r d ə ⋉
1655	2236	v aː s eː r ə	v aː s eː r d ə	vaceren	vaceerden	⋊ v aː s eː r ə ⋉	⋊ v aː s eː r d ə ⋉
1657	2238	ɔ p l aː d ə	ɔ p l aː d ə	opladen	oplaadden	⋊ ɔ p l aː d ə ⋉	⋊ ɔ p l aː d ə ⋉
1668	2256	ɔ m s p ɪ n ə	ɔ m s p ɔ n ə	omspinnen	omsponnen	⋊ ɔ m s p ɪ n ə ⋉	⋊ ɔ m s p ɔ n ə ⋉
1669	2257	s x r ɑ n s ə	s x r ɑ n s t ə	schransen	schransten	⋊ s x r ɑ n s ə ⋉	⋊ s x r ɑ n s t ə ⋉
1681	2276	oː v ə r b iː d ə	oː v ə r b oː d ə	overbieden	overboden	⋊ oː v ə r b iː d ə ⋉	⋊ oː v ə r b oː d ə ⋉
1698	2302	k ɑ r t ɔ n eː r ə	k ɑ r t ɔ n eː r d ə	kartonneren	kartonneerden	⋊ k ɑ r t ɔ n eː r ə ⋉	⋊ k ɑ r t ɔ n eː r d ə ⋉
1703	2307	v ə r d ɔ m ə	v ə r d ɔ m d ə	verdommen	verdomden	⋊ v ə r d ɔ m ə ⋉	⋊ v ə r d ɔ m d ə ⋉
1716	2322	ɔ n d ə r k uː l ə	ɔ n d ə r k uː l d ə	onderkoelen	onderkoelden	⋊ ɔ n d ə r k uː l ə ⋉	⋊ ɔ n d ə r k uː l d ə ⋉
1718	2324	ɔ m k l ɪ ŋ k ə	ɔ m k l ɔ ŋ k ə	omklinken	omklonken	⋊ ɔ m k l ɪ ŋ k ə ⋉	⋊ ɔ m k l ɔ ŋ k ə ⋉
1742	2357	m ɪ s l oː p ə	m ɪ s l iː p ə	mislopen	misliepen	⋊ m ɪ s l oː p ə ⋉	⋊ m ɪ s l iː p ə ⋉
1743	2358	ɑ f s t ɛ m ə	ɑ f s t ɛ m d ə	afstemmen	afstemden	⋊ ɑ f s t ɛ m ə ⋉	⋊ ɑ f s t ɛ m d ə ⋉
1745	2360	l ʊɪ z ə	l ʊɪ z d ə	luizen	luisden	⋊ l ʊ ɪ z ə ⋉	⋊ l ʊ ɪ z d ə ⋉
1752	2367	v oː r b ə h ɑʊ d ə	v oː r b ə h iː l d ə	voorbehouden	voorbehielden	⋊ v oː r b ə h ɑ ʊ d ə ⋉	⋊ v oː r b ə h iː l d ə ⋉
1755	2370	f ɪ k ə	f ɪ k t ə	fikken	fikten	⋊ f ɪ k ə ⋉	⋊ f ɪ k t ə ⋉
1756	2371	s x ɛ p ə	s x iː p ə	scheppen	schiepen	⋊ s x ɛ p ə ⋉	⋊ s x iː p ə ⋉
1763	2382	s ʊ s p ɛ n d eː r ə	s ʊ s p ɛ n d eː r d ə	suspenderen	suspendeerden	⋊ s ʊ s p ɛ n d eː r ə ⋉	⋊ s ʊ s p ɛ n d eː r d ə ⋉
1769	2391	s l aː k ə	s l aː k t ə	slaken	slaakten	⋊ s l aː k ə ⋉	⋊ s l aː k t ə ⋉
1770	2392	ɑ k s ɛ p t eː r ə	ɑ k s ɛ p t eː r d ə	accepteren	accepteerden	⋊ ɑ k s ɛ p t eː r ə ⋉	⋊ ɑ k s ɛ p t eː r d ə ⋉
1773	2397	v ə r ɔ ŋ ɣ ə l ɛɪ k ə	v ə r ɔ ŋ ɣ ə l ɛɪ k t ə	verongelijken	verongelijkten	⋊ v ə r ɔ ŋ ɣ ə l ɛ ɪ k ə ⋉	⋊ v ə r ɔ ŋ ɣ ə l ɛ ɪ k t ə ⋉
1779	2405	f aː b ə l ə	f aː b ə l d ə	fabelen	fabelden	⋊ f aː b ə l ə ⋉	⋊ f aː b ə l d ə ⋉
1780	2406	k n ɑ k ə	k n ɑ k t ə	knakken	knakten	⋊ k n ɑ k ə ⋉	⋊ k n ɑ k t ə ⋉
1781	2408	s x ʊ d ə b ʊɪ k ə	s x ʊ d ə b ʊɪ k t ə	schuddebuiken	schuddebuikten	⋊ s x ʊ d ə b ʊ ɪ k ə ⋉	⋊ s x ʊ d ə b ʊ ɪ k t ə ⋉
1784	2411	v oː r ɔ p l oː p ə	v oː r ɔ p l iː p ə	vooroplopen	vooropliepen	⋊ v oː r ɔ p l oː p ə ⋉	⋊ v oː r ɔ p l iː p ə ⋉
1786	2414	b ə l ɑ ŋ s t ɛ l ə	b ə l ɑ ŋ s t ɛ l d ə	belangstellen	belangstelden	⋊ b ə l ɑ ŋ s t ɛ l ə ⋉	⋊ b ə l ɑ ŋ s t ɛ l d ə ⋉
1790	2418	v ɑ s t f ɛɪ z ə	v ɑ s t f eː z ə	vastvijzen	vastvezen	⋊ v ɑ s t f ɛ ɪ z ə ⋉	⋊ v ɑ s t f eː z ə ⋉
1791	2419	b l ʊ s ə	b l ʊ s t ə	blussen	blusten	⋊ b l ʊ s ə ⋉	⋊ b l ʊ s t ə ⋉
1795	2423	ɪ n d r ɑ m ə	ɪ n d r ɑ m d ə	indrammen	indramden	⋊ ɪ n d r ɑ m ə ⋉	⋊ ɪ n d r ɑ m d ə ⋉
1811	2440	d oː r n eː m ə	d oː r n aː m ə	doornemen	doornamen	⋊ d oː r n eː m ə ⋉	⋊ d oː r n aː m ə ⋉
1812	2441	aː d ə l ə	aː d ə l d ə	adelen	adelden	⋊ aː d ə l ə ⋉	⋊ aː d ə l d ə ⋉
1829	2465	ʊɪ t k ɑ f ə r ə	ʊɪ t k ɑ f ə r d ə	uitkafferen	uitkafferden	⋊ ʊ ɪ t k ɑ f ə r ə ⋉	⋊ ʊ ɪ t k ɑ f ə r d ə ⋉
1864	2511	b aː z ə l ə	b aː z ə l d ə	bazelen	bazelden	⋊ b aː z ə l ə ⋉	⋊ b aː z ə l d ə ⋉
1900	2560	t uː v ə	t uː v d ə	toeven	toefden	⋊ t uː v ə ⋉	⋊ t uː v d ə ⋉
1906	2572	r ɔ n d w aː l ə	r ɔ n d w aː l d ə	ronddwalen	ronddwaalden	⋊ r ɔ n d w aː l ə ⋉	⋊ r ɔ n d w aː l d ə ⋉
1917	2585	aː n t r eː d ə	aː n t r aː d ə	aantreden	aantraden	⋊ aː n t r eː d ə ⋉	⋊ aː n t r aː d ə ⋉
1922	2590	r ɔ n t s l ɛ n t ə r ə	r ɔ n t s l ɛ n t ə r d ə	rondslenteren	rondslenterden	⋊ r ɔ n t s l ɛ n t ə r ə ⋉	⋊ r ɔ n t s l ɛ n t ə r d ə ⋉
1924	2593	ʊɪ t r ɔ m p ɛ t ə	ʊɪ t r ɔ m p ɛ t ə	uittrompetten	uittrompetten	⋊ ʊ ɪ t r ɔ m p ɛ t ə ⋉	⋊ ʊ ɪ t r ɔ m p ɛ t ə ⋉
1927	2600	h oː j ə	h oː j d ə	hooien	hooiden	⋊ h oː j ə ⋉	⋊ h oː j d ə ⋉
1930	2603	ɔ p x oː j ə	ɔ p x oː j d ə	opgooien	opgooiden	⋊ ɔ p x oː j ə ⋉	⋊ ɔ p x oː j d ə ⋉
1931	2604	w iː m ə l ə	w iː m ə l d ə	wiemelen	wiemelden	⋊ w iː m ə l ə ⋉	⋊ w iː m ə l d ə ⋉
1932	2609	s l oː t ə	s l oː t ə	sloten	slootten	⋊ s l oː t ə ⋉	⋊ s l oː t ə ⋉
1937	2614	s x aː v ə r d ɛɪ n ə	s x aː v ə r d ɛɪ n d ə	schaverdijnen	schaverdijnden	⋊ s x aː v ə r d ɛ ɪ n ə ⋉	⋊ s x aː v ə r d ɛ ɪ n d ə ⋉
1946	2626	s l ɪ b ə	s l ɪ b d ə	slibben	slibden	⋊ s l ɪ b ə ⋉	⋊ s l ɪ b d ə ⋉
1960	2644	k l iː k ə	k l iː k t ə	klieken	kliekten	⋊ k l iː k ə ⋉	⋊ k l iː k t ə ⋉
1963	2647	aː n t aː k ə l ə	aː n t aː k ə l d ə	aantakelen	aantakelden	⋊ aː n t aː k ə l ə ⋉	⋊ aː n t aː k ə l d ə ⋉
1964	2649	z ɔ r ɣ ə	z ɔ r ɣ d ə	zorgen	zorgden	⋊ z ɔ r ɣ ə ⋉	⋊ z ɔ r ɣ d ə ⋉
1966	2651	ɔ p l aː z ə r ə	ɔ p l aː z ə r d ə	oplazeren	oplazerden	⋊ ɔ p l aː z ə r ə ⋉	⋊ ɔ p l aː z ə r d ə ⋉
1970	2657	r ʊ ɣ b iː j ə	r ʊ ɣ b iː d ə	rugbyen	rugbyden	⋊ r ʊ ɣ b iː j ə ⋉	⋊ r ʊ ɣ b iː d ə ⋉
1978	2666	s x r ɛɪ n ə	s x r ɛɪ n d ə	schrijnen	schrijnden	⋊ s x r ɛ ɪ n ə ⋉	⋊ s x r ɛ ɪ n d ə ⋉
1980	2668	k ɛ l d ə r ə	k ɛ l d ə r d ə	kelderen	kelderden	⋊ k ɛ l d ə r ə ⋉	⋊ k ɛ l d ə r d ə ⋉
1997	2691	d ɔ r s t ə	d ɔ r s t ə	dorsten	dorstten	⋊ d ɔ r s t ə ⋉	⋊ d ɔ r s t ə ⋉
2019	2718	s x oː l ɣ aː n	s x oː l ɣ ɪ ŋ ə	schoolgaan	schoolgingen	⋊ s x oː l ɣ aː n ⋉	⋊ s x oː l ɣ ɪ ŋ ə ⋉
2021	2720	x ə r eː t s t aː n	x ə r eː t s t ɔ n d ə	gereedstaan	gereedstonden	⋊ x ə r eː t s t aː n ⋉	⋊ x ə r eː t s t ɔ n d ə ⋉
2037	2741	v ə r t eː k ə n ə	v ə r t eː k ə n d ə	vertekenen	vertekenden	⋊ v ə r t eː k ə n ə ⋉	⋊ v ə r t eː k ə n d ə ⋉
2039	2743	p iː j oː n iː r ə	p iː j oː n iː r d ə	pionieren	pionierden	⋊ p iː j oː n iː r ə ⋉	⋊ p iː j oː n iː r d ə ⋉
2045	2751	m eː d r ɪ ŋ k ə	m eː d r ɔ ŋ k ə	meedrinken	meedronken	⋊ m eː d r ɪ ŋ k ə ⋉	⋊ m eː d r ɔ ŋ k ə ⋉
2059	2774	aː n s t ɑ p ə	aː n s t ɑ p t ə	aanstappen	aanstapten	⋊ aː n s t ɑ p ə ⋉	⋊ aː n s t ɑ p t ə ⋉
2065	2783	p aː n eː r ə	p aː n eː r d ə	paneren	paneerden	⋊ p aː n eː r ə ⋉	⋊ p aː n eː r d ə ⋉
2101	2829	m oː d ɛ l t eː k ə n ə	m oː d ɛ l t eː k ə n d ə	modeltekenen	modeltekenden	⋊ m oː d ɛ l t eː k ə n ə ⋉	⋊ m oː d ɛ l t eː k ə n d ə ⋉
2125	2861	p l ɛɪ s t ə r ə	p l ɛɪ s t ə r d ə	pleisteren	pleisterden	⋊ p l ɛ ɪ s t ə r ə ⋉	⋊ p l ɛ ɪ s t ə r d ə ⋉
2134	2871	ɪ n l ɛɪ s t ə	ɪ n l ɛɪ s t ə	inlijsten	inlijstten	⋊ ɪ n l ɛ ɪ s t ə ⋉	⋊ ɪ n l ɛ ɪ s t ə ⋉
2136	2874	ɪ n d ʊ s t r iː j aː l iː z eː r ə	ɪ n d ʊ s t r iː j aː l iː z eː r d ə	industrialiseren	industrialiseerden	⋊ ɪ n d ʊ s t r iː j aː l iː z eː r ə ⋉	⋊ ɪ n d ʊ s t r iː j aː l iː z eː r d ə ⋉
2145	2883	t uː d r ɪ ŋ k ə	t uː d r ɔ ŋ k ə	toedrinken	toedronken	⋊ t uː d r ɪ ŋ k ə ⋉	⋊ t uː d r ɔ ŋ k ə ⋉
2160	2902	v ə r m ɔ r z ə l ə	v ə r m ɔ r z ə l d ə	vermorzelen	vermorzelden	⋊ v ə r m ɔ r z ə l ə ⋉	⋊ v ə r m ɔ r z ə l d ə ⋉
2169	2915	ʊɪ t w eː ɣ ə	ʊɪ t w oː ɣ ə	uitwegen	uitwogen	⋊ ʊ ɪ t w eː ɣ ə ⋉	⋊ ʊ ɪ t w oː ɣ ə ⋉
2170	2917	z ɛɪ ɣ ə	z eː ɣ ə	zijgen	zegen	⋊ z ɛ ɪ ɣ ə ⋉	⋊ z eː ɣ ə ⋉
2171	2919	v ə r k ɔ n t s x ɑ p ə	v ə r k ɔ n t s x ɑ p t ə	verkondschappen	verkondschapten	⋊ v ə r k ɔ n t s x ɑ p ə ⋉	⋊ v ə r k ɔ n t s x ɑ p t ə ⋉
2174	2922	ɪ ŋ k ɔ m oː d eː r ə	ɪ ŋ k ɔ m oː d eː r d ə	incommoderen	incommodeerden	⋊ ɪ ŋ k ɔ m oː d eː r ə ⋉	⋊ ɪ ŋ k ɔ m oː d eː r d ə ⋉
